"Time differences (ps)"	"Counts per bin"
-5000000	13
-4999950	21
-4999900	11
-4999850	18
-4999800	26
-4999750	28
-4999700	26
-4999650	26
-4999600	17
-4999550	24
-4999500	35
-4999450	35
-4999400	28
-4999350	38
-4999300	46
-4999250	43
-4999200	51
-4999150	36
-4999100	61
-4999050	49
-4999000	66
-4998950	46
-4998900	40
-4998850	46
-4998800	45
-4998750	34
-4998700	40
-4998650	38
-4998600	38
-4998550	34
-4998500	34
-4998450	30
-4998400	26
-4998350	23
-4998300	29
-4998250	17
-4998200	19
-4998150	18
-4998100	22
-4998050	16
-4998000	18
-4997950	13
-4997900	12
-4997850	20
-4997800	16
-4997750	11
-4997700	12
-4997650	15
-4997600	7
-4997550	5
-4997500	7
-4997450	4
-4997400	2
-4997350	6
-4997300	8
-4997250	2
-4997200	2
-4997150	8
-4997100	3
-4997050	3
-4997000	5
-4996950	3
-4996900	3
-4996850	2
-4996800	3
-4996750	7
-4996700	1
-4996650	1
-4996600	1
-4996550	4
-4996500	0
-4996450	0
-4996400	0
-4996350	1
-4996300	0
-4996250	0
-4996200	2
-4996150	2
-4996100	6
-4996050	2
-4996000	0
-4995950	0
-4995900	2
-4995850	0
-4995800	1
-4995750	2
-4995700	2
-4995650	2
-4995600	2
-4995550	0
-4995500	2
-4995450	2
-4995400	1
-4995350	1
-4995300	2
-4995250	2
-4995200	2
-4995150	3
-4995100	3
-4995050	1
-4995000	1
-4994950	2
-4994900	0
-4994850	2
-4994800	0
-4994750	2
-4994700	1
-4994650	1
-4994600	1
-4994550	0
-4994500	2
-4994450	1
-4994400	3
-4994350	1
-4994300	2
-4994250	1
-4994200	2
-4994150	0
-4994100	2
-4994050	2
-4994000	5
-4993950	0
-4993900	1
-4993850	2
-4993800	0
-4993750	0
-4993700	1
-4993650	2
-4993600	1
-4993550	1
-4993500	2
-4993450	2
-4993400	3
-4993350	1
-4993300	0
-4993250	1
-4993200	1
-4993150	2
-4993100	1
-4993050	2
-4993000	3
-4992950	1
-4992900	6
-4992850	1
-4992800	2
-4992750	1
-4992700	1
-4992650	1
-4992600	1
-4992550	0
-4992500	1
-4992450	1
-4992400	1
-4992350	0
-4992300	1
-4992250	1
-4992200	1
-4992150	1
-4992100	1
-4992050	1
-4992000	1
-4991950	0
-4991900	2
-4991850	2
-4991800	2
-4991750	0
-4991700	0
-4991650	1
-4991600	1
-4991550	1
-4991500	1
-4991450	2
-4991400	0
-4991350	1
-4991300	1
-4991250	2
-4991200	2
-4991150	1
-4991100	0
-4991050	1
-4991000	0
-4990950	2
-4990900	2
-4990850	2
-4990800	0
-4990750	0
-4990700	1
-4990650	3
-4990600	1
-4990550	0
-4990500	1
-4990450	3
-4990400	1
-4990350	0
-4990300	0
-4990250	1
-4990200	1
-4990150	2
-4990100	2
-4990050	0
-4990000	2
-4989950	3
-4989900	2
-4989850	2
-4989800	3
-4989750	1
-4989700	1
-4989650	2
-4989600	0
-4989550	0
-4989500	2
-4989450	3
-4989400	4
-4989350	2
-4989300	2
-4989250	1
-4989200	4
-4989150	1
-4989100	3
-4989050	3
-4989000	3
-4988950	4
-4988900	2
-4988850	2
-4988800	6
-4988750	2
-4988700	3
-4988650	3
-4988600	1
-4988550	3
-4988500	1
-4988450	4
-4988400	3
-4988350	3
-4988300	6
-4988250	2
-4988200	4
-4988150	6
-4988100	5
-4988050	9
-4988000	11
-4987950	12
-4987900	8
-4987850	6
-4987800	9
-4987750	14
-4987700	15
-4987650	11
-4987600	14
-4987550	18
-4987500	22
-4987450	18
-4987400	17
-4987350	13
-4987300	24
-4987250	14
-4987200	20
-4987150	16
-4987100	23
-4987050	24
-4987000	34
-4986950	31
-4986900	33
-4986850	31
-4986800	38
-4986750	38
-4986700	38
-4986650	42
-4986600	57
-4986550	46
-4986500	55
-4986450	48
-4986400	41
-4986350	46
-4986300	49
-4986250	44
-4986200	48
-4986150	35
-4986100	35
-4986050	35
-4986000	39
-4985950	27
-4985900	18
-4985850	31
-4985800	24
-4985750	22
-4985700	11
-4985650	22
-4985600	15
-4985550	13
-4985500	17
-4985450	12
-4985400	13
-4985350	12
-4985300	10
-4985250	8
-4985200	14
-4985150	8
-4985100	12
-4985050	3
-4985000	5
-4984950	5
-4984900	9
-4984850	2
-4984800	3
-4984750	4
-4984700	4
-4984650	7
-4984600	5
-4984550	5
-4984500	3
-4984450	3
-4984400	3
-4984350	4
-4984300	5
-4984250	3
-4984200	3
-4984150	4
-4984100	3
-4984050	2
-4984000	3
-4983950	1
-4983900	3
-4983850	2
-4983800	2
-4983750	0
-4983700	2
-4983650	3
-4983600	1
-4983550	3
-4983500	3
-4983450	4
-4983400	2
-4983350	1
-4983300	1
-4983250	2
-4983200	0
-4983150	0
-4983100	1
-4983050	2
-4983000	0
-4982950	1
-4982900	2
-4982850	2
-4982800	2
-4982750	2
-4982700	0
-4982650	0
-4982600	1
-4982550	2
-4982500	1
-4982450	1
-4982400	2
-4982350	3
-4982300	0
-4982250	1
-4982200	1
-4982150	1
-4982100	0
-4982050	0
-4982000	1
-4981950	0
-4981900	1
-4981850	3
-4981800	0
-4981750	2
-4981700	1
-4981650	2
-4981600	1
-4981550	1
-4981500	1
-4981450	2
-4981400	0
-4981350	1
-4981300	0
-4981250	1
-4981200	1
-4981150	3
-4981100	2
-4981050	1
-4981000	0
-4980950	2
-4980900	1
-4980850	2
-4980800	4
-4980750	7
-4980700	2
-4980650	1
-4980600	0
-4980550	1
-4980500	5
-4980450	1
-4980400	1
-4980350	2
-4980300	5
-4980250	1
-4980200	0
-4980150	2
-4980100	0
-4980050	4
-4980000	1
-4979950	3
-4979900	0
-4979850	1
-4979800	1
-4979750	0
-4979700	1
-4979650	0
-4979600	2
-4979550	2
-4979500	0
-4979450	0
-4979400	1
-4979350	1
-4979300	0
-4979250	2
-4979200	3
-4979150	2
-4979100	2
-4979050	0
-4979000	2
-4978950	0
-4978900	1
-4978850	1
-4978800	1
-4978750	2
-4978700	2
-4978650	1
-4978600	4
-4978550	2
-4978500	2
-4978450	0
-4978400	1
-4978350	2
-4978300	0
-4978250	1
-4978200	1
-4978150	0
-4978100	1
-4978050	1
-4978000	3
-4977950	1
-4977900	2
-4977850	1
-4977800	0
-4977750	1
-4977700	2
-4977650	0
-4977600	2
-4977550	1
-4977500	1
-4977450	2
-4977400	4
-4977350	2
-4977300	0
-4977250	2
-4977200	2
-4977150	1
-4977100	3
-4977050	1
-4977000	0
-4976950	4
-4976900	2
-4976850	3
-4976800	0
-4976750	0
-4976700	2
-4976650	3
-4976600	2
-4976550	1
-4976500	4
-4976450	2
-4976400	1
-4976350	4
-4976300	4
-4976250	0
-4976200	2
-4976150	4
-4976100	1
-4976050	2
-4976000	0
-4975950	2
-4975900	1
-4975850	2
-4975800	7
-4975750	2
-4975700	5
-4975650	4
-4975600	8
-4975550	5
-4975500	6
-4975450	7
-4975400	14
-4975350	5
-4975300	9
-4975250	11
-4975200	14
-4975150	6
-4975100	13
-4975050	8
-4975000	21
-4974950	19
-4974900	17
-4974850	21
-4974800	17
-4974750	18
-4974700	26
-4974650	28
-4974600	26
-4974550	29
-4974500	31
-4974450	32
-4974400	32
-4974350	37
-4974300	28
-4974250	45
-4974200	39
-4974150	50
-4974100	43
-4974050	49
-4974000	64
-4973950	57
-4973900	44
-4973850	40
-4973800	46
-4973750	52
-4973700	38
-4973650	29
-4973600	31
-4973550	39
-4973500	27
-4973450	28
-4973400	26
-4973350	27
-4973300	25
-4973250	26
-4973200	21
-4973150	20
-4973100	27
-4973050	21
-4973000	15
-4972950	6
-4972900	11
-4972850	18
-4972800	6
-4972750	13
-4972700	12
-4972650	12
-4972600	6
-4972550	6
-4972500	6
-4972450	11
-4972400	7
-4972350	8
-4972300	3
-4972250	2
-4972200	0
-4972150	1
-4972100	4
-4972050	4
-4972000	4
-4971950	3
-4971900	6
-4971850	4
-4971800	3
-4971750	3
-4971700	3
-4971650	5
-4971600	2
-4971550	2
-4971500	4
-4971450	4
-4971400	2
-4971350	2
-4971300	0
-4971250	2
-4971200	1
-4971150	1
-4971100	2
-4971050	2
-4971000	0
-4970950	3
-4970900	1
-4970850	2
-4970800	1
-4970750	2
-4970700	0
-4970650	1
-4970600	2
-4970550	2
-4970500	0
-4970450	1
-4970400	1
-4970350	4
-4970300	1
-4970250	2
-4970200	3
-4970150	0
-4970100	1
-4970050	3
-4970000	0
-4969950	1
-4969900	3
-4969850	2
-4969800	0
-4969750	3
-4969700	1
-4969650	3
-4969600	1
-4969550	1
-4969500	2
-4969450	2
-4969400	1
-4969350	1
-4969300	1
-4969250	1
-4969200	0
-4969150	0
-4969100	1
-4969050	2
-4969000	0
-4968950	2
-4968900	2
-4968850	1
-4968800	1
-4968750	1
-4968700	3
-4968650	1
-4968600	2
-4968550	0
-4968500	3
-4968450	0
-4968400	3
-4968350	0
-4968300	3
-4968250	0
-4968200	3
-4968150	3
-4968100	1
-4968050	0
-4968000	0
-4967950	0
-4967900	2
-4967850	0
-4967800	1
-4967750	0
-4967700	1
-4967650	2
-4967600	1
-4967550	1
-4967500	2
-4967450	2
-4967400	0
-4967350	2
-4967300	2
-4967250	2
-4967200	0
-4967150	2
-4967100	1
-4967050	0
-4967000	0
-4966950	1
-4966900	0
-4966850	1
-4966800	1
-4966750	0
-4966700	2
-4966650	0
-4966600	0
-4966550	0
-4966500	0
-4966450	1
-4966400	2
-4966350	4
-4966300	0
-4966250	0
-4966200	0
-4966150	0
-4966100	1
-4966050	3
-4966000	1
-4965950	0
-4965900	0
-4965850	2
-4965800	2
-4965750	2
-4965700	0
-4965650	1
-4965600	0
-4965550	1
-4965500	2
-4965450	1
-4965400	2
-4965350	1
-4965300	0
-4965250	0
-4965200	0
-4965150	2
-4965100	0
-4965050	2
-4965000	2
-4964950	1
-4964900	2
-4964850	2
-4964800	0
-4964750	1
-4964700	1
-4964650	0
-4964600	1
-4964550	0
-4964500	2
-4964450	3
-4964400	3
-4964350	1
-4964300	0
-4964250	2
-4964200	1
-4964150	3
-4964100	0
-4964050	3
-4964000	1
-4963950	0
-4963900	2
-4963850	3
-4963800	2
-4963750	3
-4963700	3
-4963650	3
-4963600	2
-4963550	3
-4963500	2
-4963450	3
-4963400	3
-4963350	6
-4963300	3
-4963250	5
-4963200	11
-4963150	5
-4963100	1
-4963050	6
-4963000	6
-4962950	8
-4962900	11
-4962850	14
-4962800	11
-4962750	6
-4962700	11
-4962650	9
-4962600	12
-4962550	12
-4962500	15
-4962450	14
-4962400	19
-4962350	21
-4962300	16
-4962250	16
-4962200	18
-4962150	28
-4962100	23
-4962050	27
-4962000	22
-4961950	51
-4961900	33
-4961850	39
-4961800	38
-4961750	38
-4961700	37
-4961650	32
-4961600	53
-4961550	55
-4961500	53
-4961450	55
-4961400	50
-4961350	37
-4961300	33
-4961250	39
-4961200	41
-4961150	33
-4961100	34
-4961050	39
-4961000	37
-4960950	30
-4960900	30
-4960850	20
-4960800	22
-4960750	20
-4960700	21
-4960650	25
-4960600	13
-4960550	20
-4960500	13
-4960450	12
-4960400	13
-4960350	14
-4960300	4
-4960250	4
-4960200	6
-4960150	13
-4960100	11
-4960050	8
-4960000	8
-4959950	5
-4959900	8
-4959850	0
-4959800	3
-4959750	4
-4959700	4
-4959650	3
-4959600	5
-4959550	4
-4959500	8
-4959450	2
-4959400	1
-4959350	5
-4959300	1
-4959250	2
-4959200	0
-4959150	3
-4959100	5
-4959050	3
-4959000	3
-4958950	0
-4958900	4
-4958850	3
-4958800	1
-4958750	1
-4958700	3
-4958650	1
-4958600	0
-4958550	0
-4958500	2
-4958450	2
-4958400	3
-4958350	3
-4958300	1
-4958250	2
-4958200	2
-4958150	1
-4958100	2
-4958050	2
-4958000	2
-4957950	1
-4957900	4
-4957850	3
-4957800	3
-4957750	0
-4957700	2
-4957650	4
-4957600	1
-4957550	0
-4957500	3
-4957450	1
-4957400	2
-4957350	2
-4957300	0
-4957250	3
-4957200	1
-4957150	0
-4957100	2
-4957050	0
-4957000	1
-4956950	1
-4956900	0
-4956850	0
-4956800	1
-4956750	0
-4956700	3
-4956650	2
-4956600	2
-4956550	3
-4956500	1
-4956450	1
-4956400	2
-4956350	0
-4956300	4
-4956250	1
-4956200	4
-4956150	1
-4956100	2
-4956050	0
-4956000	4
-4955950	1
-4955900	1
-4955850	3
-4955800	2
-4955750	4
-4955700	1
-4955650	0
-4955600	1
-4955550	0
-4955500	1
-4955450	0
-4955400	2
-4955350	2
-4955300	2
-4955250	0
-4955200	0
-4955150	2
-4955100	3
-4955050	2
-4955000	2
-4954950	0
-4954900	3
-4954850	3
-4954800	1
-4954750	0
-4954700	1
-4954650	1
-4954600	2
-4954550	0
-4954500	1
-4954450	1
-4954400	0
-4954350	2
-4954300	3
-4954250	0
-4954200	0
-4954150	3
-4954100	1
-4954050	1
-4954000	1
-4953950	0
-4953900	1
-4953850	2
-4953800	1
-4953750	2
-4953700	4
-4953650	0
-4953600	0
-4953550	0
-4953500	1
-4953450	1
-4953400	2
-4953350	0
-4953300	0
-4953250	0
-4953200	1
-4953150	1
-4953100	2
-4953050	1
-4953000	1
-4952950	1
-4952900	1
-4952850	1
-4952800	0
-4952750	1
-4952700	1
-4952650	0
-4952600	1
-4952550	1
-4952500	2
-4952450	0
-4952400	1
-4952350	3
-4952300	1
-4952250	1
-4952200	1
-4952150	2
-4952100	2
-4952050	2
-4952000	3
-4951950	1
-4951900	0
-4951850	1
-4951800	3
-4951750	3
-4951700	6
-4951650	2
-4951600	1
-4951550	1
-4951500	3
-4951450	0
-4951400	3
-4951350	1
-4951300	5
-4951250	3
-4951200	2
-4951150	2
-4951100	3
-4951050	3
-4951000	1
-4950950	4
-4950900	4
-4950850	5
-4950800	4
-4950750	6
-4950700	2
-4950650	3
-4950600	7
-4950550	5
-4950500	9
-4950450	3
-4950400	8
-4950350	12
-4950300	1
-4950250	7
-4950200	14
-4950150	10
-4950100	10
-4950050	8
-4950000	13
-4949950	16
-4949900	13
-4949850	20
-4949800	19
-4949750	25
-4949700	25
-4949650	36
-4949600	26
-4949550	33
-4949500	30
-4949450	42
-4949400	42
-4949350	44
-4949300	44
-4949250	28
-4949200	36
-4949150	43
-4949100	43
-4949050	53
-4949000	46
-4948950	40
-4948900	43
-4948850	39
-4948800	36
-4948750	54
-4948700	44
-4948650	46
-4948600	38
-4948550	32
-4948500	37
-4948450	33
-4948400	14
-4948350	18
-4948300	25
-4948250	18
-4948200	21
-4948150	12
-4948100	21
-4948050	14
-4948000	12
-4947950	16
-4947900	15
-4947850	8
-4947800	12
-4947750	9
-4947700	10
-4947650	9
-4947600	4
-4947550	7
-4947500	7
-4947450	2
-4947400	4
-4947350	7
-4947300	3
-4947250	4
-4947200	8
-4947150	5
-4947100	1
-4947050	5
-4947000	2
-4946950	1
-4946900	2
-4946850	1
-4946800	2
-4946750	1
-4946700	2
-4946650	5
-4946600	3
-4946550	3
-4946500	1
-4946450	0
-4946400	1
-4946350	3
-4946300	1
-4946250	3
-4946200	1
-4946150	3
-4946100	1
-4946050	7
-4946000	1
-4945950	1
-4945900	1
-4945850	0
-4945800	3
-4945750	5
-4945700	0
-4945650	1
-4945600	3
-4945550	0
-4945500	0
-4945450	3
-4945400	0
-4945350	1
-4945300	1
-4945250	1
-4945200	2
-4945150	2
-4945100	2
-4945050	0
-4945000	0
-4944950	1
-4944900	0
-4944850	1
-4944800	2
-4944750	1
-4944700	1
-4944650	1
-4944600	1
-4944550	3
-4944500	0
-4944450	2
-4944400	1
-4944350	2
-4944300	2
-4944250	0
-4944200	1
-4944150	2
-4944100	2
-4944050	1
-4944000	1
-4943950	0
-4943900	0
-4943850	0
-4943800	2
-4943750	1
-4943700	1
-4943650	0
-4943600	0
-4943550	0
-4943500	1
-4943450	2
-4943400	0
-4943350	3
-4943300	2
-4943250	0
-4943200	2
-4943150	0
-4943100	0
-4943050	3
-4943000	1
-4942950	1
-4942900	2
-4942850	2
-4942800	1
-4942750	1
-4942700	5
-4942650	1
-4942600	2
-4942550	0
-4942500	1
-4942450	4
-4942400	0
-4942350	2
-4942300	1
-4942250	0
-4942200	2
-4942150	4
-4942100	0
-4942050	5
-4942000	3
-4941950	1
-4941900	2
-4941850	1
-4941800	1
-4941750	2
-4941700	1
-4941650	0
-4941600	2
-4941550	3
-4941500	2
-4941450	0
-4941400	3
-4941350	2
-4941300	1
-4941250	0
-4941200	1
-4941150	0
-4941100	1
-4941050	4
-4941000	0
-4940950	3
-4940900	2
-4940850	1
-4940800	3
-4940750	1
-4940700	0
-4940650	0
-4940600	2
-4940550	0
-4940500	2
-4940450	0
-4940400	2
-4940350	3
-4940300	3
-4940250	1
-4940200	2
-4940150	1
-4940100	2
-4940050	0
-4940000	0
-4939950	2
-4939900	1
-4939850	1
-4939800	2
-4939750	4
-4939700	0
-4939650	0
-4939600	2
-4939550	1
-4939500	1
-4939450	0
-4939400	0
-4939350	3
-4939300	4
-4939250	0
-4939200	3
-4939150	1
-4939100	1
-4939050	5
-4939000	3
-4938950	2
-4938900	3
-4938850	5
-4938800	2
-4938750	2
-4938700	2
-4938650	2
-4938600	1
-4938550	3
-4938500	3
-4938450	3
-4938400	6
-4938350	5
-4938300	1
-4938250	3
-4938200	3
-4938150	2
-4938100	6
-4938050	5
-4938000	8
-4937950	11
-4937900	7
-4937850	7
-4937800	8
-4937750	10
-4937700	14
-4937650	9
-4937600	17
-4937550	10
-4937500	22
-4937450	19
-4937400	20
-4937350	18
-4937300	18
-4937250	20
-4937200	17
-4937150	31
-4937100	29
-4937050	26
-4937000	33
-4936950	25
-4936900	41
-4936850	33
-4936800	37
-4936750	41
-4936700	49
-4936650	45
-4936600	49
-4936550	46
-4936500	45
-4936450	62
-4936400	48
-4936350	35
-4936300	41
-4936250	40
-4936200	31
-4936150	30
-4936100	47
-4936050	30
-4936000	31
-4935950	34
-4935900	25
-4935850	24
-4935800	28
-4935750	22
-4935700	15
-4935650	11
-4935600	18
-4935550	13
-4935500	14
-4935450	21
-4935400	17
-4935350	14
-4935300	13
-4935250	10
-4935200	13
-4935150	5
-4935100	11
-4935050	9
-4935000	9
-4934950	6
-4934900	3
-4934850	5
-4934800	7
-4934750	9
-4934700	2
-4934650	5
-4934600	4
-4934550	2
-4934500	3
-4934450	3
-4934400	2
-4934350	5
-4934300	2
-4934250	3
-4934200	2
-4934150	4
-4934100	4
-4934050	3
-4934000	1
-4933950	2
-4933900	0
-4933850	1
-4933800	4
-4933750	3
-4933700	1
-4933650	0
-4933600	1
-4933550	0
-4933500	1
-4933450	1
-4933400	0
-4933350	1
-4933300	2
-4933250	2
-4933200	1
-4933150	2
-4933100	2
-4933050	3
-4933000	3
-4932950	2
-4932900	1
-4932850	3
-4932800	1
-4932750	0
-4932700	1
-4932650	4
-4932600	0
-4932550	1
-4932500	0
-4932450	1
-4932400	1
-4932350	3
-4932300	2
-4932250	4
-4932200	3
-4932150	0
-4932100	1
-4932050	0
-4932000	2
-4931950	1
-4931900	2
-4931850	1
-4931800	1
-4931750	0
-4931700	1
-4931650	0
-4931600	2
-4931550	1
-4931500	1
-4931450	1
-4931400	1
-4931350	1
-4931300	3
-4931250	0
-4931200	0
-4931150	4
-4931100	2
-4931050	1
-4931000	0
-4930950	0
-4930900	0
-4930850	2
-4930800	1
-4930750	1
-4930700	2
-4930650	0
-4930600	1
-4930550	2
-4930500	3
-4930450	0
-4930400	1
-4930350	2
-4930300	0
-4930250	1
-4930200	1
-4930150	0
-4930100	1
-4930050	3
-4930000	3
-4929950	3
-4929900	4
-4929850	0
-4929800	0
-4929750	2
-4929700	1
-4929650	1
-4929600	1
-4929550	1
-4929500	2
-4929450	3
-4929400	0
-4929350	0
-4929300	2
-4929250	0
-4929200	3
-4929150	0
-4929100	1
-4929050	2
-4929000	2
-4928950	1
-4928900	1
-4928850	1
-4928800	2
-4928750	5
-4928700	0
-4928650	1
-4928600	0
-4928550	0
-4928500	2
-4928450	1
-4928400	0
-4928350	0
-4928300	2
-4928250	1
-4928200	1
-4928150	0
-4928100	1
-4928050	0
-4928000	2
-4927950	2
-4927900	1
-4927850	1
-4927800	4
-4927750	3
-4927700	1
-4927650	0
-4927600	2
-4927550	1
-4927500	2
-4927450	3
-4927400	1
-4927350	0
-4927300	1
-4927250	0
-4927200	0
-4927150	4
-4927100	0
-4927050	2
-4927000	3
-4926950	1
-4926900	1
-4926850	1
-4926800	1
-4926750	0
-4926700	2
-4926650	5
-4926600	3
-4926550	5
-4926500	1
-4926450	1
-4926400	1
-4926350	1
-4926300	5
-4926250	3
-4926200	4
-4926150	2
-4926100	6
-4926050	3
-4926000	5
-4925950	2
-4925900	3
-4925850	3
-4925800	4
-4925750	5
-4925700	4
-4925650	6
-4925600	4
-4925550	4
-4925500	9
-4925450	11
-4925400	7
-4925350	10
-4925300	8
-4925250	9
-4925200	14
-4925150	15
-4925100	13
-4925050	20
-4925000	20
-4924950	9
-4924900	15
-4924850	16
-4924800	27
-4924750	20
-4924700	20
-4924650	22
-4924600	20
-4924550	21
-4924500	39
-4924450	31
-4924400	29
-4924350	43
-4924300	38
-4924250	44
-4924200	46
-4924150	43
-4924100	41
-4924050	58
-4924000	40
-4923950	40
-4923900	50
-4923850	45
-4923800	43
-4923750	29
-4923700	40
-4923650	37
-4923600	41
-4923550	36
-4923500	28
-4923450	22
-4923400	36
-4923350	23
-4923300	21
-4923250	21
-4923200	23
-4923150	15
-4923100	18
-4923050	13
-4923000	20
-4922950	10
-4922900	16
-4922850	9
-4922800	9
-4922750	5
-4922700	7
-4922650	12
-4922600	9
-4922550	5
-4922500	8
-4922450	3
-4922400	7
-4922350	8
-4922300	4
-4922250	5
-4922200	4
-4922150	3
-4922100	4
-4922050	2
-4922000	7
-4921950	4
-4921900	3
-4921850	2
-4921800	3
-4921750	3
-4921700	0
-4921650	5
-4921600	7
-4921550	4
-4921500	0
-4921450	3
-4921400	5
-4921350	1
-4921300	0
-4921250	2
-4921200	1
-4921150	3
-4921100	2
-4921050	0
-4921000	2
-4920950	2
-4920900	1
-4920850	3
-4920800	0
-4920750	0
-4920700	2
-4920650	1
-4920600	3
-4920550	1
-4920500	2
-4920450	5
-4920400	0
-4920350	1
-4920300	2
-4920250	0
-4920200	5
-4920150	0
-4920100	0
-4920050	1
-4920000	0
-4919950	1
-4919900	1
-4919850	1
-4919800	0
-4919750	0
-4919700	3
-4919650	2
-4919600	2
-4919550	0
-4919500	0
-4919450	1
-4919400	2
-4919350	0
-4919300	2
-4919250	1
-4919200	0
-4919150	0
-4919100	1
-4919050	0
-4919000	1
-4918950	2
-4918900	1
-4918850	3
-4918800	1
-4918750	0
-4918700	1
-4918650	2
-4918600	3
-4918550	4
-4918500	2
-4918450	0
-4918400	0
-4918350	0
-4918300	1
-4918250	1
-4918200	1
-4918150	2
-4918100	2
-4918050	1
-4918000	0
-4917950	1
-4917900	1
-4917850	3
-4917800	2
-4917750	1
-4917700	2
-4917650	2
-4917600	0
-4917550	0
-4917500	3
-4917450	2
-4917400	0
-4917350	3
-4917300	5
-4917250	0
-4917200	3
-4917150	0
-4917100	2
-4917050	3
-4917000	1
-4916950	1
-4916900	2
-4916850	1
-4916800	2
-4916750	1
-4916700	1
-4916650	1
-4916600	1
-4916550	0
-4916500	0
-4916450	3
-4916400	2
-4916350	1
-4916300	1
-4916250	4
-4916200	2
-4916150	0
-4916100	1
-4916050	0
-4916000	1
-4915950	2
-4915900	0
-4915850	3
-4915800	0
-4915750	2
-4915700	2
-4915650	0
-4915600	0
-4915550	3
-4915500	2
-4915450	2
-4915400	3
-4915350	1
-4915300	0
-4915250	5
-4915200	1
-4915150	1
-4915100	0
-4915050	2
-4915000	2
-4914950	2
-4914900	1
-4914850	0
-4914800	1
-4914750	3
-4914700	0
-4914650	5
-4914600	2
-4914550	2
-4914500	3
-4914450	0
-4914400	4
-4914350	1
-4914300	3
-4914250	1
-4914200	1
-4914150	6
-4914100	2
-4914050	4
-4914000	3
-4913950	2
-4913900	2
-4913850	3
-4913800	3
-4913750	2
-4913700	0
-4913650	2
-4913600	3
-4913550	2
-4913500	3
-4913450	2
-4913400	0
-4913350	2
-4913300	2
-4913250	7
-4913200	3
-4913150	4
-4913100	6
-4913050	3
-4913000	11
-4912950	9
-4912900	14
-4912850	18
-4912800	9
-4912750	14
-4912700	13
-4912650	11
-4912600	12
-4912550	15
-4912500	16
-4912450	10
-4912400	17
-4912350	15
-4912300	12
-4912250	25
-4912200	28
-4912150	19
-4912100	35
-4912050	28
-4912000	26
-4911950	39
-4911900	37
-4911850	40
-4911800	35
-4911750	39
-4911700	45
-4911650	48
-4911600	43
-4911550	39
-4911500	53
-4911450	59
-4911400	44
-4911350	50
-4911300	50
-4911250	44
-4911200	34
-4911150	30
-4911100	34
-4911050	25
-4911000	35
-4910950	31
-4910900	29
-4910850	19
-4910800	19
-4910750	18
-4910700	25
-4910650	12
-4910600	12
-4910550	14
-4910500	18
-4910450	15
-4910400	9
-4910350	7
-4910300	8
-4910250	6
-4910200	11
-4910150	9
-4910100	12
-4910050	11
-4910000	5
-4909950	8
-4909900	8
-4909850	2
-4909800	12
-4909750	3
-4909700	6
-4909650	3
-4909600	6
-4909550	4
-4909500	7
-4909450	3
-4909400	4
-4909350	0
-4909300	2
-4909250	1
-4909200	3
-4909150	2
-4909100	1
-4909050	1
-4909000	3
-4908950	0
-4908900	2
-4908850	2
-4908800	3
-4908750	0
-4908700	2
-4908650	3
-4908600	0
-4908550	3
-4908500	2
-4908450	3
-4908400	2
-4908350	1
-4908300	0
-4908250	0
-4908200	0
-4908150	2
-4908100	2
-4908050	1
-4908000	1
-4907950	1
-4907900	2
-4907850	3
-4907800	0
-4907750	3
-4907700	4
-4907650	0
-4907600	1
-4907550	0
-4907500	2
-4907450	1
-4907400	2
-4907350	1
-4907300	2
-4907250	3
-4907200	0
-4907150	2
-4907100	4
-4907050	1
-4907000	1
-4906950	1
-4906900	1
-4906850	1
-4906800	4
-4906750	1
-4906700	0
-4906650	1
-4906600	1
-4906550	1
-4906500	1
-4906450	2
-4906400	1
-4906350	2
-4906300	1
-4906250	1
-4906200	1
-4906150	2
-4906100	0
-4906050	1
-4906000	0
-4905950	2
-4905900	1
-4905850	4
-4905800	3
-4905750	1
-4905700	1
-4905650	2
-4905600	0
-4905550	2
-4905500	0
-4905450	1
-4905400	0
-4905350	3
-4905300	0
-4905250	2
-4905200	0
-4905150	1
-4905100	0
-4905050	0
-4905000	3
-4904950	3
-4904900	0
-4904850	1
-4904800	2
-4904750	0
-4904700	1
-4904650	0
-4904600	0
-4904550	2
-4904500	1
-4904450	2
-4904400	0
-4904350	0
-4904300	1
-4904250	1
-4904200	0
-4904150	3
-4904100	1
-4904050	1
-4904000	1
-4903950	1
-4903900	0
-4903850	4
-4903800	2
-4903750	3
-4903700	2
-4903650	1
-4903600	3
-4903550	1
-4903500	0
-4903450	3
-4903400	1
-4903350	2
-4903300	2
-4903250	2
-4903200	0
-4903150	0
-4903100	2
-4903050	2
-4903000	1
-4902950	0
-4902900	2
-4902850	1
-4902800	0
-4902750	0
-4902700	2
-4902650	4
-4902600	3
-4902550	1
-4902500	1
-4902450	2
-4902400	1
-4902350	0
-4902300	2
-4902250	2
-4902200	0
-4902150	1
-4902100	2
-4902050	2
-4902000	2
-4901950	3
-4901900	3
-4901850	0
-4901800	1
-4901750	1
-4901700	4
-4901650	1
-4901600	2
-4901550	4
-4901500	4
-4901450	4
-4901400	0
-4901350	4
-4901300	0
-4901250	1
-4901200	3
-4901150	1
-4901100	3
-4901050	4
-4901000	1
-4900950	5
-4900900	5
-4900850	1
-4900800	4
-4900750	7
-4900700	6
-4900650	4
-4900600	8
-4900550	3
-4900500	6
-4900450	9
-4900400	11
-4900350	10
-4900300	11
-4900250	16
-4900200	8
