Time_ns,Normalized_counts
-30.03,0.010318949343339693
-30.0,0.010318949343339693
-29.97,0.00938086303939971
-29.94,0.00938086303939971
-29.91,0.007504690431519748
-29.88,0.005628517823639786
-29.85,0.0037523452157598243
-29.82,0.00938086303939971
-29.79,0.007504690431519748
-29.76,0.007504690431519748
-29.73,0.002814258911819943
-29.7,0.006566604127579768
-29.67,0.00938086303939971
-29.64,0.0037523452157598243
-29.61,0.00844277673545973
-29.58,0.010318949343339693
-29.55,0.012195121951219554
-29.52,0.011257035647279574
-29.49,0.00844277673545973
-29.46,0.013133208255159536
-29.43,0.010318949343339693
-29.4,0.010318949343339693
-29.37,0.006566604127579768
-29.34,0.002814258911819943
-29.31,0.006566604127579768
-29.28,0.006566604127579768
-29.25,0.006566604127579768
-29.22,0.013133208255159536
-29.19,0.011257035647279574
-29.16,0.015009380863039498
-29.13,0.0037523452157598243
-29.1,0.012195121951219554
-29.07,0.006566604127579768
-29.04,0.006566604127579768
-29.01,0.00844277673545973
-28.98,0.010318949343339693
-28.95,0.00844277673545973
-28.92,0.006566604127579768
-28.89,0.004690431519699806
-28.86,0.00844277673545973
-28.83,0.00844277673545973
-28.8,0.006566604127579768
-28.77,0.00844277673545973
-28.74,0.005628517823639786
-28.71,0.0037523452157598243
-28.68,0.010318949343339693
-28.65,0.005628517823639786
-28.62,0.007504690431519748
-28.59,0.005628517823639786
-28.56,0.007504690431519748
-28.53,0.010318949343339693
-28.5,0.007504690431519748
-28.47,0.0037523452157598243
-28.44,0.004690431519699806
-28.41,0.007504690431519748
-28.38,0.00938086303939971
-28.35,0.005628517823639786
-28.32,0.005628517823639786
-28.29,0.0018761726078799625
-28.26,0.006566604127579768
-28.23,0.00938086303939971
-28.2,0.010318949343339693
-28.17,0.005628517823639786
-28.14,0.011257035647279574
-28.11,0.00938086303939971
-28.08,0.015947467166979378
-28.05,0.015009380863039498
-28.02,0.00844277673545973
-27.99,0.0037523452157598243
-27.96,0.014071294559099516
-27.93,0.015947467166979378
-27.9,0.012195121951219554
-27.87,0.007504690431519748
-27.84,0.002814258911819943
-27.81,0.015009380863039498
-27.78,0.005628517823639786
-27.75,0.00938086303939971
-27.72,0.010318949343339693
-27.69,0.00938086303939971
-27.66,0.00844277673545973
-27.63,0.007504690431519748
-27.6,0.012195121951219554
-27.57,0.015947467166979378
-27.54,0.015009380863039498
-27.51,0.007504690431519748
-27.48,0.012195121951219554
-27.45,0.016885553470919357
-27.42,0.012195121951219554
-27.39,0.01782363977485934
-27.36,0.00938086303939971
-27.33,0.00938086303939971
-27.3,0.00938086303939971
-27.27,0.02063789868667928
-27.24,0.015009380863039498
-27.21,0.014071294559099516
-27.18,0.015947467166979378
-27.15,0.016885553470919357
-27.12,0.01782363977485934
-27.09,0.015947467166979378
-27.06,0.014071294559099516
-27.03,0.021575984990619163
-27.0,0.02439024390243911
-26.97,0.02626641651031897
-26.94,0.02626641651031897
-26.91,0.021575984990619163
-26.88,0.02908067542213891
-26.85,0.030956848030018774
-26.82,0.02720450281425895
-26.79,0.023452157598499127
-26.76,0.025328330206379087
-26.73,0.02720450281425895
-26.7,0.032833020637898745
-26.67,0.02908067542213891
-26.64,0.04878048780487812
-26.61,0.037523452157598544
-26.58,0.04315196998123833
-26.55,0.05440900562851791
-26.52,0.04033771106941849
-26.49,0.053470919324577926
-26.46,0.08630393996247666
-26.43,0.06097560975609768
-26.4,0.07504690431519709
-26.37,0.08067542213883688
-26.34,0.08255159474671674
-26.31,0.10037523452157608
-26.28,0.08255159474671674
-26.25,0.10225140712945603
-26.22,0.09849906191369612
-26.19,0.12476547842401459
-26.16,0.12945590994371448
-26.13,0.1285178236397745
-26.1,0.14540337711069415
-26.07,0.152908067542214
-26.04,0.17166979362101362
-26.01,0.17636022514071253
-25.98,0.1726078799249536
-25.95,0.19606003752345214
-25.92,0.24953095684803003
-25.89,0.2176360225140717
-25.86,0.2636022514071298
-25.83,0.26641651031894975
-25.8,0.27392120075046955
-25.77,0.29455909943714814
-25.74,0.3452157598499061
-25.71,0.3367729831144463
-25.68,0.400562851782364
-25.65,0.398686679174484
-25.62,0.40712945590994387
-25.59,0.4380863039399623
-25.56,0.4981238273921201
-25.53,0.5018761726078801
-25.5,0.5816135084427764
-25.47,0.5581613508442779
-25.44,0.5797373358348965
-25.41,0.6735459662288936
-25.38,0.6998123827392121
-25.35,0.7363977485928703
-25.32,0.7607879924953098
-25.29,0.7607879924953098
-25.26,0.8386491557223263
-25.23,0.8564727954971859
-25.2,0.8714821763602255
-25.17,0.9324577861163224
-25.14,0.9709193245778616
-25.11,0.8864915572232643
-25.08,0.9296435272045024
-25.05,0.9906191369606002
-25.02,0.9906191369606002
-24.99,0.9821763602251404
-24.96,0.9287054409005635
-24.93,0.9305816135084424
-24.9,0.9446529080675421
-24.87,0.8583489681050659
-24.84,0.8442776735459661
-24.81,0.8264540337711065
-24.78,0.75609756097561
-24.75,0.7851782363977484
-24.72,0.705440900562852
-24.69,0.7129455909943718
-24.66,0.6848030018761723
-24.63,0.6088180112570359
-24.6,0.6210131332082556
-24.57,0.5666041275797378
-24.54,0.4803001876172604
-24.51,0.46622889305816173
