Time_ns,Normalized_counts
0.0,0.010625737898465172
1e-05,0.0070838252656434475
2e-05,0.008264462809917356
2.9999999999999997e-05,0.008264462809917356
4e-05,0.008264462809917356
5e-05,0.0035419126328217238
5.9999999999999995e-05,0.010625737898465172
7.000000000000001e-05,0.0059031877213695395
8e-05,0.011806375442739079
8.999999999999999e-05,0.014167650531286895
0.0001,0.012987012987012988
0.00011,0.0059031877213695395
0.00011999999999999999,0.010625737898465172
0.00013000000000000002,0.004722550177095631
0.00014000000000000001,0.0059031877213695395
0.00015,0.010625737898465172
0.00016,0.012987012987012988
0.00017,0.0059031877213695395
0.00017999999999999998,0.01652892561983471
0.00019,0.010625737898465172
0.0002,0.0059031877213695395
0.00020999999999999998,0.012987012987012988
0.00022,0.004722550177095631
0.00023,0.008264462809917356
0.00023999999999999998,0.0023612750885478157
0.00025,0.004722550177095631
0.00026000000000000003,0.010625737898465172
0.00027,0.0035419126328217238
0.00028000000000000003,0.010625737898465172
0.00029,0.0059031877213695395
0.0003,0.012987012987012988
0.00031,0.0059031877213695395
0.00032,0.015348288075560802
0.00033,0.004722550177095631
0.00034,0.011806375442739079
0.00035,0.011806375442739079
0.00035999999999999997,0.008264462809917356
0.00037,0.012987012987012988
0.00038,0.011806375442739079
0.00039,0.009445100354191263
0.0004,0.012987012987012988
0.00041,0.0035419126328217238
0.00041999999999999996,0.004722550177095631
0.00043,0.010625737898465172
0.00044,0.010625737898465172
0.00045,0.009445100354191263
0.00046,0.015348288075560802
0.00047,0.008264462809917356
0.00047999999999999996,0.010625737898465172
0.00049,0.0035419126328217238
0.0005,0.010625737898465172
0.00051,0.01652892561983471
0.0005200000000000001,0.0059031877213695395
0.00053,0.004722550177095631
0.00054,0.011806375442739079
0.00055,0.009445100354191263
0.0005600000000000001,0.010625737898465172
0.00057,0.008264462809917356
0.00058,0.008264462809917356
0.0005899999999999999,0.015348288075560802
0.0006,0.015348288075560802
0.00061,0.014167650531286895
0.00062,0.012987012987012988
0.00063,0.024793388429752067
0.00064,0.021251475796930343
0.00065,0.018890200708382526
0.00066,0.009445100354191263
0.00067,0.008264462809917356
0.00068,0.0070838252656434475
0.00069,0.014167650531286895
0.0007,0.011806375442739079
0.0007099999999999999,0.02833530106257379
0.0007199999999999999,0.031877213695395513
0.00073,0.01652892561983471
0.00074,0.023612750885478158
0.00075,0.025974025974025976
0.00076,0.01770956316410862
0.0007700000000000001,0.02243211334120425
0.00078,0.012987012987012988
0.00079,0.03305785123966942
0.0008,0.031877213695395513
0.0008100000000000001,0.0295159386068477
0.00082,0.03305785123966942
0.00083,0.04132231404958678
0.0008399999999999999,0.0448642266824085
0.00085,0.049586776859504134
0.00086,0.05667060212514758
0.00087,0.0590318772136954
0.00088,0.04014167650531287
0.0008900000000000001,0.05194805194805195
0.0009,0.06729634002361275
0.00091,0.07910271546635184
0.00092,0.05785123966942149
0.00093,0.08736717827626919
0.00094,0.06965761511216056
0.00095,0.10625737898465171
0.0009599999999999999,0.10035419126328217
0.0009699999999999999,0.10625737898465171
0.00098,0.11570247933884298
0.00099,0.10979929161747344
0.001,0.12632821723730814
0.00101,0.12987012987012986
0.00102,0.14285714285714285
0.00103,0.1511216056670602
0.0010400000000000001,0.15820543093270367
0.0010500000000000002,0.14167650531286896
0.00106,0.16292798110979928
0.00107,0.1782762691853601
0.00108,0.179456906729634
0.00109,0.1806375442739079
0.0011,0.20070838252656434
0.00111,0.21487603305785125
0.0011200000000000001,0.2066115702479339
0.00113,0.20070838252656434
0.00114,0.24439197166469895
0.00115,0.2585596221959858
0.00116,0.2255017709563164
0.00117,0.26564344746162927
0.0011799999999999998,0.28689492325855964
0.0011899999999999999,0.2727272727272727
0.0012,0.29279811097992914
0.00121,0.31286894923258557
0.00122,0.29634002361275086
0.00123,0.3234946871310508
0.00124,0.33530106257378983
0.00125,0.30932703659976385
0.00126,0.31995277449822906
0.00127,0.3659976387249115
0.00128,0.3884297520661157
0.0012900000000000001,0.36835891381345925
0.0013,0.4203069657615112
0.00131,0.46989374262101535
0.00132,0.4639905548996458
0.00133,0.5029515938606848
0.00134,0.49940968122786306
0.00135,0.4923258559622196
0.00136,0.49940968122786306
0.0013700000000000001,0.5785123966942148
0.00138,0.5702479338842975
0.00139,0.5631641086186541
0.0014,0.6186540731995277
0.00141,0.6115702479338843
0.0014199999999999998,0.6599763872491146
0.0014299999999999998,0.667060212514758
0.0014399999999999999,0.6729634002361276
0.00145,0.7272727272727273
0.00146,0.7331759149940968
0.00147,0.768595041322314
0.00148,0.7213695395513577
0.00149,0.7615112160566706
0.0015,0.8158205430932703
0.00151,0.8347107438016529
0.00152,0.8512396694214877
0.0015300000000000001,0.8016528925619835
0.0015400000000000001,0.8252656434474617
0.00155,0.8240850059031877
0.00156,0.8134592680047226
0.00157,0.910271546635183
0.00158,0.8937426210153483
0.00159,0.8760330578512396
0.0016,0.8689492325855962
0.00161,0.9020070838252656
0.0016200000000000001,0.9031877213695395
0.00163,0.9515938606847698
0.00164,0.9161747343565525
0.00165,0.9468713105076741
0.00166,0.846517119244392
0.0016699999999999998,0.961038961038961
0.0016799999999999999,0.9598583234946871
0.0016899999999999999,0.9881936245572609
0.0017,0.8949232585596222
0.00171,0.8842975206611571
0.00172,0.8937426210153483
0.00173,1.0
0.00174,0.9504132231404959
0.00175,0.8913813459268005
0.00176,0.9433293978748524
0.00177,0.9586776859504132
0.0017800000000000001,0.9291617473435655
0.0017900000000000001,0.9256198347107438
0.0018,0.9303423848878394
0.00181,0.9079102715466352
0.00182,0.9468713105076741
0.00183,0.9268004722550177
0.00184,0.9185360094451004
0.00185,0.9468713105076741
0.00186,0.9362455726092089
0.0018700000000000001,0.935064935064935
0.00188,0.8842975206611571
0.00189,0.9055489964580874
0.0019,0.8748524203069658
0.00191,0.9043683589138135
0.0019199999999999998,0.9149940968122786
0.0019299999999999999,0.9067296340023613
0.0019399999999999999,0.8358913813459268
0.00195,0.8618654073199528
0.00196,0.820543093270366
0.00197,0.8831168831168831
0.00198,0.8524203069657615
0.00199,0.8831168831168831
0.002,0.7922077922077922
0.0020099999999999996,0.8122786304604487
0.00202,0.8051948051948052
0.0020299999999999997,0.7922077922077922
0.00204,0.859504132231405
0.0020499999999999997,0.8158205430932703
0.00206,0.7638724911452184
0.00207,0.7792207792207793
0.0020800000000000003,0.8217237308146399
0.00209,0.7792207792207793
0.0021000000000000003,0.7898465171192444
0.00211,0.7662337662337663
0.00212,0.7863046044864227
0.00213,0.7272727272727273
0.00214,0.7768595041322314
0.00215,0.7390791027154664
0.00216,0.704840613931523
0.00217,0.717827626918536
0.00218,0.6871310507674144
0.00219,0.7107438016528925
