HOM-co-polarization,,,HOM-cross-polarization,
Time delay(ns),Coincidence (a.u.),,Time delay(ns),Coincidence (a.u.)
-25.68,0.398510242085661,,-25.68,0.401685393258427
-25.65,0.402234636871508,,-25.65,0.399812734082397
-25.62,0.405027932960894,,-25.62,0.408239700374532
-25.59,0.471135940409683,,-25.59,0.439138576779026
-25.56,0.46927374301676,,-25.56,0.499063670411985
-25.53,0.550279329608939,,-25.53,0.502808988764045
-25.5,0.605214152700186,,-25.5,0.582397003745318
-25.47,0.569832402234637,,-25.47,0.558988764044944
-25.44,0.629422718808194,,-25.44,0.580524344569288
-25.41,0.669459962756052,,-25.41,0.674157303370787
-25.38,0.708566108007449,,-25.38,0.700374531835206
-25.35,0.760707635009311,,-25.35,0.73689138576779
-25.32,0.749534450651769,,-25.32,0.76123595505618
-25.29,0.764432029795158,,-25.29,0.76123595505618
-25.26,0.850093109869646,,-25.26,0.838951310861423
-25.23,0.874301675977654,,-25.23,0.856741573033708
-25.2,0.878957169459963,,-25.2,0.871722846441948
-25.17,0.899441340782123,,-25.17,0.932584269662921
-25.14,0.899441340782123,,-25.14,0.970973782771536
-25.11,1,,-25.11,0.886704119850187
-25.08,0.991620111731844,,-25.08,0.929775280898876
-25.05,0.927374301675978,,-25.05,0.99063670411985
-25.02,0.947858472998138,,-25.02,0.99063670411985
-24.99,0.968342644320298,,-24.99,0.982209737827715
-24.96,0.954376163873371,,-24.96,0.928838951310862
-24.93,0.897579143389199,,-24.93,0.930711610486891
-24.9,0.950651769087523,,-24.9,0.944756554307116
-24.87,0.86219739292365,,-24.87,0.858614232209738
-24.84,0.863128491620112,,-24.84,0.844569288389513
-24.81,0.810055865921788,,-24.81,0.826779026217228
-24.78,0.769087523277467,,-24.78,0.756554307116105
-24.75,0.732774674115456,,-24.75,0.785580524344569
-24.72,0.725325884543762,,-24.72,0.705992509363296
-24.69,0.666666666666667,,-24.69,0.713483146067416
-24.66,0.64804469273743,,-24.66,0.685393258426966
-24.63,0.626629422718808,,-24.63,0.609550561797753
-24.6,0.581005586592179,,-24.6,0.621722846441948
-24.57,0.533519553072626,,-24.57,0.567415730337079
-24.54,0.525139664804469,,-24.54,0.4812734082397
-24.51,0.498137802607076,,-24.51,0.467228464419476
-24.48,0.410614525139665,,-24.48,0.431647940074906
-24.45,0.394785847299814,,-24.45,0.383895131086142
-24.42,0.351024208566108,,-24.42,0.381086142322097
-24.39,0.367783985102421,,-24.39,0.351123595505618
-24.36,0.324022346368715,,-24.36,0.311797752808989
-24.33,0.297020484171322,,-24.33,0.294007490636704
-24.3,0.297020484171322,,-24.3,0.27434456928839
-24.27,0.256983240223464,,-24.27,0.279026217228464
-24.24,0.252327746741155,,-24.24,0.250936329588015
-24.21,0.241154562383613,,-24.21,0.23501872659176
-24.18,0.23463687150838,,-24.18,0.235955056179775
-24.15,0.226256983240223,,-24.15,0.205056179775281
-24.12,0.211359404096834,,-24.12,0.210674157303371
-24.09,0.16852886405959,,-24.09,0.163857677902622
-24.06,0.138733705772812,,-24.06,0.151685393258427
-24.03,0.172253258845438,,-24.03,0.154494382022472
-24,0.145251396648045,,-24,0.130149812734082
-23.97,0.138733705772812,,-23.97,0.150749063670412
-23.94,0.124767225325885,,-23.94,0.132022471910112
-23.91,0.114525139664804,,-23.91,0.122659176029963
-23.88,0.114525139664804,,-23.88,0.117041198501873
-23.85,0.106145251396648,,-23.85,0.0936329588014981
-23.82,0.0847299813780261,,-23.82,0.0964419475655431
-23.79,0.103351955307263,,-23.79,0.101123595505618
-23.76,0.0921787709497207,,-23.76,0.0739700374531835
-23.73,0.0707635009310987,,-23.73,0.0842696629213483
-23.7,0.068901303538175,,-23.7,0.0599250936329588
-23.67,0.0698324022346369,,-23.67,0.0692883895131086
-23.64,0.0595903165735568,,-23.64,0.0730337078651685
-23.61,0.0633147113594041,,-23.61,0.0617977528089888
-23.58,0.0502793296089386,,-23.58,0.0683520599250936
-23.55,0.0502793296089386,,-23.55,0.0552434456928839
-23.52,0.0549348230912477,,-23.52,0.049625468164794
-23.49,0.0391061452513967,,-23.49,0.052434456928839
-23.46,0.0446927374301676,,-23.46,0.0449438202247191
-23.43,0.0437616387337058,,-23.43,0.0449438202247191
-23.4,0.0474860335195531,,-23.4,0.0421348314606742
-23.37,0.0400372439478585,,-23.37,0.0365168539325843
-23.34,0.0353817504655493,,-23.34,0.0411985018726592
-23.31,0.0363128491620112,,-23.31,0.0327715355805243
-23.28,0.0297951582867784,,-23.28,0.0393258426966292
-23.25,0.0335195530726257,,-23.25,0.0374531835205993
-23.22,0.0260707635009311,,-23.22,0.0271535580524345
-23.19,0.0251396648044693,,-23.19,0.0252808988764045
-23.16,0.0297951582867784,,-23.16,0.0383895131086142
-23.13,0.0353817504655493,,-23.13,0.0149812734082397
-23.1,0.0204841713221601,,-23.1,0.0252808988764045
-23.07,0.0111731843575419,,-23.07,0.0299625468164794
-23.04,0.0270018621973929,,-23.04,0.0252808988764045
-23.01,0.0316573556797021,,-23.01,0.0252808988764045
-22.98,0.021415270018622,,-22.98,0.0177902621722846
-22.95,0.0176908752327747,,-22.95,0.0215355805243446
-22.92,0.0176908752327747,,-22.92,0.0177902621722846
-22.89,0.015828677839851,,-22.89,0.0234082397003745
-22.86,0.0195530726256983,,-22.86,0.0205992509363296
-22.83,0.0232774674115456,,-22.83,0.0140449438202247
-22.8,0.0139664804469274,,-22.8,0.0205992509363296
-22.77,0.0121042830540037,,-22.77,0.0187265917602996
-22.74,0.0121042830540037,,-22.74,0.0187265917602996
-22.71,0.015828677839851,,-22.71,0.0140449438202247
-22.68,0.0102420856610801,,-22.68,0.0140449438202247
-22.65,0.00931098696461825,,-22.65,0.0196629213483146
-22.62,0.0148975791433892,,-22.62,0.00842696629213483
-22.59,0.0176908752327747,,-22.59,0.0121722846441948
-22.56,0.0139664804469274,,-22.56,0.0196629213483146
-22.53,0.0102420856610801,,-22.53,0.00936329588014981
-22.5,0.0148975791433892,,-22.5,0.0102996254681648
-22.47,0.0111731843575419,,-22.47,0.0187265917602996
-22.44,0.0130353817504656,,-22.44,0.0102996254681648
-22.41,0.0121042830540037,,-22.41,0.0168539325842697
-22.38,0.0102420856610801,,-22.38,0.0112359550561798
-22.35,0.0111731843575419,,-22.35,0.0177902621722846
-22.32,0.0204841713221601,,-22.32,0.00655430711610487
-22.29,0.0130353817504656,,-22.29,0.0121722846441948
-22.26,0.0121042830540037,,-22.26,0.00842696629213483
-22.23,0.0139664804469274,,-22.23,0.0168539325842697
-22.2,0.0130353817504656,,-22.2,0.0159176029962547
-22.17,0.0121042830540037,,-22.17,0.0121722846441948
-22.14,0.0111731843575419,,-22.14,0.0102996254681648
-22.11,0.0148975791433892,,-22.11,0.00936329588014981
-22.08,0.0130353817504656,,-22.08,0.0121722846441948
-22.05,0.0074487895716946,,-22.05,0.00468164794007491
-22.02,0.0130353817504656,,-22.02,0.0131086142322097
-21.99,0.00931098696461825,,-21.99,0.0102996254681648
-21.96,0.0074487895716946,,-21.96,0.00936329588014981
-21.93,0.0074487895716946,,-21.93,0.0121722846441948
-21.9,0.0130353817504656,,-21.9,0.00561797752808989
-21.87,0.0102420856610801,,-21.87,0.00655430711610487
-21.84,0.00931098696461825,,-21.84,0.00749063670411985
-21.81,0.0102420856610801,,-21.81,0.00842696629213483
-21.78,0.0102420856610801,,-21.78,0.00936329588014981
-21.75,0.00465549348230913,,-21.75,0.0121722846441948
-21.72,0.00837988826815642,,-21.72,0.00655430711610487
-21.69,0.0102420856610801,,-21.69,0.0102996254681648
-21.66,0.00837988826815642,,-21.66,0.00842696629213483
-21.63,0.00465549348230913,,-21.63,0.0121722846441948
-21.6,0.00837988826815642,,-21.6,0.0102996254681648
-21.57,0.00931098696461825,,-21.57,0.0102996254681648
-21.54,0.00465549348230913,,-21.54,0.0140449438202247
-21.51,0.0130353817504656,,-21.51,0.0102996254681648
-21.48,0.00931098696461825,,-21.48,0.00842696629213483
-21.45,0.0167597765363129,,-21.45,0.0121722846441948
-21.42,0.00931098696461825,,-21.42,0.00749063670411985
-21.39,0.00837988826815642,,-21.39,0.00749063670411985
-21.36,0.0121042830540037,,-21.36,0.00749063670411985
-21.33,0.00837988826815642,,-21.33,0.00842696629213483
-21.3,0.0111731843575419,,-21.3,0.0102996254681648
-21.27,0.0102420856610801,,-21.27,0.00936329588014981
-21.24,0.00558659217877095,,-21.24,0.00655430711610487
-21.21,0.00837988826815642,,-21.21,0.00561797752808989
-21.18,0.0130353817504656,,-21.18,0.00561797752808989
-21.15,0.0130353817504656,,-21.15,0.00749063670411985
-21.12,0.00651769087523278,,-21.12,0.00936329588014981
-21.09,0.00931098696461825,,-21.09,0.0102996254681648
-21.06,0.0111731843575419,,-21.06,0.0168539325842697
-21.03,0.0037243947858473,,-21.03,0.00468164794007491
-21,0.0148975791433892,,-21,0.00655430711610487
-20.97,0.0121042830540037,,-20.97,0.00842696629213483
-20.94,0.0111731843575419,,-20.94,0.0121722846441948
-20.91,0.00651769087523278,,-20.91,0.00749063670411985
-20.88,0.00931098696461825,,-20.88,0.00749063670411985
-20.85,0.00465549348230913,,-20.85,0.00936329588014981
-20.82,0.0074487895716946,,-20.82,0.0102996254681648
-20.79,0.0102420856610801,,-20.79,0.00936329588014981
-20.76,0.00931098696461825,,-20.76,0.0140449438202247
-20.73,0.00931098696461825,,-20.73,0.00749063670411985
-20.7,0.0121042830540037,,-20.7,0.00842696629213483
-20.67,0.00931098696461825,,-20.67,0.0131086142322097
-20.64,0.0121042830540037,,-20.64,0.0121722846441948
-20.61,0.00837988826815642,,-20.61,0.00374531835205993
-20.58,0.0111731843575419,,-20.58,0.00749063670411985
-20.55,0.0139664804469274,,-20.55,0.0131086142322097
-20.52,0.00558659217877095,,-20.52,0.00655430711610487
-20.49,0.0130353817504656,,-20.49,0.00655430711610487
-20.46,0.00651769087523278,,-20.46,0.0102996254681648
-20.43,0.00186219739292365,,-20.43,0.0102996254681648
-20.4,0.0102420856610801,,-20.4,0.0149812734082397
-20.37,0.0148975791433892,,-20.37,0.0102996254681648
-20.34,0.00465549348230913,,-20.34,0.00936329588014981
-20.31,0.00837988826815642,,-20.31,0.0112359550561798
-20.28,0.00651769087523278,,-20.28,0.0112359550561798
-20.25,0.00651769087523278,,-20.25,0.0121722846441948
-20.22,0.00837988826815642,,-20.22,0.0121722846441948
-20.19,0.0074487895716946,,-20.19,0.00842696629213483
-20.16,0.00837988826815642,,-20.16,0.00749063670411985
-20.13,0.0102420856610801,,-20.13,0.0112359550561798
-20.1,0.00931098696461825,,-20.1,0.0102996254681648
-20.07,0.00837988826815642,,-20.07,0.00842696629213483
-20.04,0.0130353817504656,,-20.04,0.00749063670411985
-20.01,0.00837988826815642,,-20.01,0.0168539325842697
-19.98,0.00931098696461825,,-19.98,0.00561797752808989
-19.95,0.00837988826815642,,-19.95,0.00468164794007491
-19.92,0.00465549348230913,,-19.92,0.0112359550561798
-19.89,0.0074487895716946,,-19.89,0.0102996254681648
-19.86,0.0102420856610801,,-19.86,0.00749063670411985
-19.83,0.0121042830540037,,-19.83,0.00468164794007491
-19.8,0.00558659217877095,,-19.8,0.00842696629213483
-19.77,0.0111731843575419,,-19.77,0.0121722846441948
-19.74,0.00931098696461825,,-19.74,0.0102996254681648
-19.71,0.0148975791433892,,-19.71,0.00655430711610487
-19.68,0.00558659217877095,,-19.68,0.00749063670411985
-19.65,0.00465549348230913,,-19.65,0.00655430711610487
-19.62,0.00931098696461825,,-19.62,0.00468164794007491
-19.59,0.00651769087523278,,-19.59,0.00561797752808989
-19.56,0.00465549348230913,,-19.56,0.00468164794007491
-19.53,0.0102420856610801,,-19.53,0.00936329588014981
-19.5,0.00931098696461825,,-19.5,0.00374531835205993
-19.47,0.00558659217877095,,-19.47,0.0149812734082397
-19.44,0.00651769087523278,,-19.44,0.0112359550561798
-19.41,0.00931098696461825,,-19.41,0.00749063670411985
-19.38,0.0074487895716946,,-19.38,0.0102996254681648
-19.35,0.00837988826815642,,-19.35,0.0121722846441948
-19.32,0.00465549348230913,,-19.32,0.0112359550561798
-19.29,0.00837988826815642,,-19.29,0.00655430711610487
-19.26,0.0121042830540037,,-19.26,0.00468164794007491
-19.23,0.0111731843575419,,-19.23,0.0102996254681648
-19.2,0.0074487895716946,,-19.2,0.0112359550561798
-19.17,0.00837988826815642,,-19.17,0.00468164794007491
-19.14,0.00837988826815642,,-19.14,0.0102996254681648
-19.11,0.0121042830540037,,-19.11,0.0112359550561798
-19.08,0.00558659217877095,,-19.08,0.0112359550561798
-19.05,0.00837988826815642,,-19.05,0.0102996254681648
-19.02,0.0121042830540037,,-19.02,0.0112359550561798
-18.99,0.0111731843575419,,-18.99,0.00936329588014981
-18.96,0.00931098696461825,,-18.96,0.00655430711610487
-18.93,0.0074487895716946,,-18.93,0.0112359550561798
-18.9,0.0111731843575419,,-18.9,0.0112359550561798
-18.87,0.0111731843575419,,-18.87,0.0102996254681648
-18.84,0.00651769087523278,,-18.84,0.00936329588014981
-18.81,0.0102420856610801,,-18.81,0.00749063670411985
-18.78,0.00651769087523278,,-18.78,0.00749063670411985
-18.75,0.00465549348230913,,-18.75,0.0102996254681648
-18.72,0.00931098696461825,,-18.72,0.00936329588014981
-18.69,0.0111731843575419,,-18.69,0.00468164794007491
-18.66,0.0074487895716946,,-18.66,0.0102996254681648
-18.63,0.0130353817504656,,-18.63,0.00561797752808989
-18.6,0.0074487895716946,,-18.6,0.0102996254681648
-18.57,0.00465549348230913,,-18.57,0.0149812734082397
-18.54,0.0111731843575419,,-18.54,0.0102996254681648
-18.51,0.00651769087523278,,-18.51,0.00842696629213483
-18.48,0.0121042830540037,,-18.48,0.0121722846441948
-18.45,0.0139664804469274,,-18.45,0.0131086142322097
-18.42,0.0121042830540037,,-18.42,0.00561797752808989
-18.39,0.0102420856610801,,-18.39,0.0102996254681648
-18.36,0.0102420856610801,,-18.36,0.00561797752808989
-18.33,0.0074487895716946,,-18.33,0.00842696629213483
-18.3,0.00465549348230913,,-18.3,0.0102996254681648
-18.27,0.00837988826815642,,-18.27,0.00936329588014981
-18.24,0.00837988826815642,,-18.24,0.0112359550561798
-18.21,0.00837988826815642,,-18.21,0.0121722846441948
-18.18,0.00837988826815642,,-18.18,0.0112359550561798
-18.15,0.0130353817504656,,-18.15,0.00655430711610487
-18.12,0.0102420856610801,,-18.12,0.0112359550561798
-18.09,0.00931098696461825,,-18.09,0.0112359550561798
-18.06,0.00931098696461825,,-18.06,0.0102996254681648
-18.03,0.0139664804469274,,-18.03,0.00561797752808989
-18,0.00651769087523278,,-18,0.00749063670411985
-17.97,0.00651769087523278,,-17.97,0.0140449438202247
-17.94,0.00558659217877095,,-17.94,0.00468164794007491
-17.91,0.0148975791433892,,-17.91,0.00749063670411985
-17.88,0.0102420856610801,,-17.88,0.00936329588014981
-17.85,0.0111731843575419,,-17.85,0.0140449438202247
-17.82,0.0102420856610801,,-17.82,0.00749063670411985
-17.79,0.00651769087523278,,-17.79,0.00561797752808989
-17.76,0.0121042830540037,,-17.76,0.00842696629213483
-17.73,0.00651769087523278,,-17.73,0.00655430711610487
-17.7,0.0186219739292365,,-17.7,0.00936329588014981
-17.67,0.0102420856610801,,-17.67,0.0149812734082397
-17.64,0.0074487895716946,,-17.64,0.0121722846441948
-17.61,0.00931098696461825,,-17.61,0.0112359550561798
-17.58,0.00558659217877095,,-17.58,0.00374531835205993
-17.55,0.0074487895716946,,-17.55,0.0131086142322097
-17.52,0.00931098696461825,,-17.52,0.00749063670411985
-17.49,0.00837988826815642,,-17.49,0.0112359550561798
-17.46,0.00931098696461825,,-17.46,0.00842696629213483
-17.43,0.00651769087523278,,-17.43,0.00655430711610487
-17.4,0.0074487895716946,,-17.4,0.00842696629213483
-17.37,0.0121042830540037,,-17.37,0.00561797752808989
-17.34,0.0074487895716946,,-17.34,0.00842696629213483
-17.31,0.00837988826815642,,-17.31,0.0102996254681648
-17.28,0.0074487895716946,,-17.28,0.00655430711610487
-17.25,0.00931098696461825,,-17.25,0.0121722846441948
-17.22,0.00558659217877095,,-17.22,0.00936329588014981
-17.19,0.0074487895716946,,-17.19,0.00280898876404494
-17.16,0.0130353817504656,,-17.16,0.00842696629213483
-17.13,0.0148975791433892,,-17.13,0.00280898876404494
-17.1,0.00837988826815642,,-17.1,0.00842696629213483
-17.07,0.0102420856610801,,-17.07,0.00842696629213483
-17.04,0.00651769087523278,,-17.04,0.00655430711610487
-17.01,0.0148975791433892,,-17.01,0.0121722846441948
-16.98,0.0074487895716946,,-16.98,0.0121722846441948
-16.95,0.0074487895716946,,-16.95,0.00749063670411985
-16.92,0.0130353817504656,,-16.92,0.0102996254681648
-16.89,0.00465549348230913,,-16.89,0.00655430711610487
-16.86,0.00837988826815642,,-16.86,0.00561797752808989
-16.83,0.00931098696461825,,-16.83,0.00655430711610487
-16.8,0.00931098696461825,,-16.8,0.00936329588014981
-16.77,0.00931098696461825,,-16.77,0.00468164794007491
-16.74,0.0074487895716946,,-16.74,0.00842696629213483
-16.71,0.0074487895716946,,-16.71,0.0131086142322097
-16.68,0.0111731843575419,,-16.68,0.00280898876404494
-16.65,0.0102420856610801,,-16.65,0.0112359550561798
-16.62,0.00465549348230913,,-16.62,0.00374531835205993
-16.59,0.0074487895716946,,-16.59,0.00280898876404494
-16.56,0.0102420856610801,,-16.56,0.00936329588014981
-16.53,0.0130353817504656,,-16.53,0.00842696629213483
-16.5,0.0121042830540037,,-16.5,0.0177902621722846
-16.47,0.0102420856610801,,-16.47,0.00468164794007491
-16.44,0.00931098696461825,,-16.44,0.00468164794007491
-16.41,0.0037243947858473,,-16.41,0.00655430711610487
-16.38,0.00837988826815642,,-16.38,0.00468164794007491
-16.35,0.00651769087523278,,-16.35,0.00936329588014981
-16.32,0.0121042830540037,,-16.32,0.0121722846441948
-16.29,0.0102420856610801,,-16.29,0.00936329588014981
-16.26,0.0121042830540037,,-16.26,0.00842696629213483
-16.23,0.0111731843575419,,-16.23,0.0112359550561798
-16.2,0.00837988826815642,,-16.2,0.00468164794007491
-16.17,0.00651769087523278,,-16.17,0.00655430711610487
-16.14,0.0121042830540037,,-16.14,0.0112359550561798
-16.11,0.00931098696461825,,-16.11,0.0121722846441948
-16.08,0.00558659217877095,,-16.08,0.0121722846441948
-16.05,0.0167597765363129,,-16.05,0.0149812734082397
-16.02,0.00558659217877095,,-16.02,0.00561797752808989
-15.99,0.0121042830540037,,-15.99,0.00842696629213483
-15.96,0.0111731843575419,,-15.96,0.0149812734082397
-15.93,0.00837988826815642,,-15.93,0.0102996254681648
-15.9,0.00558659217877095,,-15.9,0.0112359550561798
-15.87,0.00837988826815642,,-15.87,0.00936329588014981
-15.84,0.0130353817504656,,-15.84,0.0140449438202247
-15.81,0.0148975791433892,,-15.81,0.00749063670411985
-15.78,0.0139664804469274,,-15.78,0.0121722846441948
-15.75,0.0111731843575419,,-15.75,0.00280898876404494
-15.72,0.0074487895716946,,-15.72,0.00749063670411985
-15.69,0.0111731843575419,,-15.69,0.00655430711610487
-15.66,0.0139664804469274,,-15.66,0.0112359550561798
-15.63,0.00651769087523278,,-15.63,0.00561797752808989
-15.6,0.00651769087523278,,-15.6,0.0112359550561798
-15.57,0.015828677839851,,-15.57,0.00936329588014981
