HOM-co-polarization,,,HOM-cross-polarization,
Time delay(ns),Coincidence (a.u.),,Time delay(ns),Coincidence (a.u.)
-15.54,0.0139664804469274,,-15.54,0.0102996254681648
-15.51,0.00837988826815642,,-15.51,0.00749063670411985
-15.48,0.0074487895716946,,-15.48,0.0131086142322097
-15.45,0.0121042830540037,,-15.45,0.0140449438202247
-15.42,0.0139664804469274,,-15.42,0.0112359550561798
-15.39,0.0139664804469274,,-15.39,0.0121722846441948
-15.36,0.0111731843575419,,-15.36,0.0112359550561798
-15.33,0.0074487895716946,,-15.33,0.00749063670411985
-15.3,0.00931098696461825,,-15.3,0.0140449438202247
-15.27,0.00465549348230913,,-15.27,0.00842696629213483
-15.24,0.0121042830540037,,-15.24,0.0131086142322097
-15.21,0.0111731843575419,,-15.21,0.0121722846441948
-15.18,0.00931098696461825,,-15.18,0.0112359550561798
-15.15,0.015828677839851,,-15.15,0.0112359550561798
-15.12,0.0111731843575419,,-15.12,0.0131086142322097
-15.09,0.0176908752327747,,-15.09,0.0121722846441948
-15.06,0.0176908752327747,,-15.06,0.00749063670411985
-15.03,0.0074487895716946,,-15.03,0.00842696629213483
-15,0.015828677839851,,-15,0.0121722846441948
-14.97,0.00931098696461825,,-14.97,0.0121722846441948
-14.94,0.0167597765363129,,-14.94,0.0149812734082397
-14.91,0.00837988826815642,,-14.91,0.00561797752808989
-14.88,0.0102420856610801,,-14.88,0.0187265917602996
-14.85,0.0139664804469274,,-14.85,0.0140449438202247
-14.82,0.0176908752327747,,-14.82,0.0131086142322097
-14.79,0.00931098696461825,,-14.79,0.0140449438202247
-14.76,0.0195530726256983,,-14.76,0.0140449438202247
-14.73,0.0176908752327747,,-14.73,0.0168539325842697
-14.7,0.0223463687150838,,-14.7,0.0196629213483146
-14.67,0.0167597765363129,,-14.67,0.00842696629213483
-14.64,0.0195530726256983,,-14.64,0.0131086142322097
-14.61,0.0260707635009311,,-14.61,0.0149812734082397
-14.58,0.0223463687150838,,-14.58,0.0252808988764045
-14.55,0.0186219739292365,,-14.55,0.0224719101123596
-14.52,0.0186219739292365,,-14.52,0.0196629213483146
-14.49,0.0121042830540037,,-14.49,0.0205992509363296
-14.46,0.0279329608938547,,-14.46,0.0262172284644195
-14.43,0.0260707635009311,,-14.43,0.0177902621722846
-14.4,0.021415270018622,,-14.4,0.0234082397003745
-14.37,0.0176908752327747,,-14.37,0.0299625468164794
-14.34,0.0195530726256983,,-14.34,0.0318352059925094
-14.31,0.0307262569832402,,-14.31,0.0234082397003745
-14.28,0.0353817504655493,,-14.28,0.0290262172284644
-14.25,0.0232774674115456,,-14.25,0.0290262172284644
-14.22,0.0335195530726257,,-14.22,0.0374531835205993
-14.19,0.0353817504655493,,-14.19,0.0290262172284644
-14.16,0.0335195530726257,,-14.16,0.0308988764044944
-14.13,0.0232774674115456,,-14.13,0.0355805243445693
-14.1,0.042830540037244,,-14.1,0.0411985018726592
-14.07,0.0474860335195531,,-14.07,0.0430711610486891
-14.04,0.0344506517690875,,-14.04,0.0440074906367041
-14.01,0.0400372439478585,,-14.01,0.0533707865168539
-13.98,0.068901303538175,,-13.98,0.0543071161048689
-13.95,0.0521415270018622,,-13.95,0.0627340823970038
-13.92,0.0651769087523278,,-13.92,0.0627340823970038
-13.89,0.0633147113594041,,-13.89,0.0580524344569288
-13.86,0.0651769087523278,,-13.86,0.0655430711610487
-13.83,0.0642458100558659,,-13.83,0.0683520599250936
-13.8,0.068901303538175,,-13.8,0.0552434456928839
-13.77,0.0884543761638734,,-13.77,0.0730337078651685
-13.74,0.0837988826815642,,-13.74,0.0636704119850187
-13.71,0.0949720670391061,,-13.71,0.0917602996254682
-13.68,0.0875232774674116,,-13.68,0.0870786516853933
-13.65,0.0912476722532589,,-13.65,0.100187265917603
-13.62,0.113594040968343,,-13.62,0.0964419475655431
-13.59,0.114525139664804,,-13.59,0.103932584269663
-13.56,0.121973929236499,,-13.56,0.116104868913858
-13.53,0.122905027932961,,-13.53,0.139513108614232
-13.5,0.14804469273743,,-13.5,0.147003745318352
-13.47,0.119180633147114,,-13.47,0.161048689138577
-13.44,0.144320297951583,,-13.44,0.169475655430712
-13.41,0.151769087523277,,-13.41,0.169475655430712
-13.38,0.199255121042831,,-13.38,0.171348314606742
-13.35,0.206703910614525,,-13.35,0.172284644194757
-13.32,0.201117318435754,,-13.32,0.224719101123596
-13.29,0.226256983240223,,-13.29,0.203183520599251
-13.26,0.2243947858473,,-13.26,0.210674157303371
-13.23,0.259776536312849,,-13.23,0.235955056179775
-13.2,0.258845437616387,,-13.2,0.26498127340824
-13.17,0.280260707635009,,-13.17,0.27621722846442
-13.14,0.30633147113594,,-13.14,0.264044943820225
-13.11,0.351024208566108,,-13.11,0.304307116104869
-13.08,0.355679702048417,,-13.08,0.322097378277154
-13.05,0.349162011173184,,-13.05,0.373595505617978
-13.02,0.419925512104283,,-13.02,0.385767790262172
-12.99,0.445065176908752,,-12.99,0.430711610486891
-12.96,0.461824953445065,,-12.96,0.449438202247191
-12.93,0.474860335195531,,-12.93,0.463483146067416
-12.9,0.513035381750466,,-12.9,0.50374531835206
-12.87,0.536312849162011,,-12.87,0.51498127340824
-12.84,0.57635009310987,,-12.84,0.52434456928839
-12.81,0.581005586592179,,-12.81,0.571161048689139
-12.78,0.649906890130354,,-12.78,0.672284644194757
-12.75,0.642458100558659,,-12.75,0.658239700374532
-12.72,0.702979515828678,,-12.72,0.682584269662921
-12.69,0.723463687150838,,-12.69,0.721910112359551
-12.66,0.766294227188082,,-12.66,0.722846441947566
-12.63,0.743947858472998,,-12.63,0.840823970037453
-12.6,0.789571694599628,,-12.6,0.825842696629214
-12.57,0.816573556797021,,-12.57,0.808988764044944
-12.54,0.824022346368715,,-12.54,0.808988764044944
-12.51,0.854748603351955,,-12.51,0.811797752808989
-12.48,0.832402234636872,,-12.48,0.817415730337079
-12.45,0.802607076350093,,-12.45,0.884831460674157
-12.42,0.817504655493482,,-12.42,0.77434456928839
-12.39,0.819366852886406,,-12.39,0.822097378277154
-12.36,0.787709497206704,,-12.36,0.796816479400749
-12.33,0.723463687150838,,-12.33,0.735955056179775
-12.3,0.732774674115456,,-12.3,0.73314606741573
-12.27,0.70391061452514,,-12.27,0.720973782771536
-12.24,0.675046554934823,,-12.24,0.666666666666667
-12.21,0.645251396648045,,-12.21,0.652621722846442
-12.18,0.621042830540037,,-12.18,0.584269662921348
-12.15,0.585661080074488,,-12.15,0.610486891385768
-12.12,0.518621973929237,,-12.12,0.568352059925094
-12.09,0.480446927374302,,-12.09,0.583333333333333
-12.06,0.521415270018622,,-12.06,0.480337078651685
-12.03,0.500931098696462,,-12.03,0.472846441947566
-12,0.42364990689013,,-12,0.465355805243446
-11.97,0.369646182495345,,-11.97,0.401685393258427
-11.94,0.389199255121043,,-11.94,0.379213483146067
-11.91,0.336126629422719,,-11.91,0.370786516853933
-11.88,0.325884543761639,,-11.88,0.328651685393258
-11.85,0.287709497206704,,-11.85,0.344569288389513
-11.82,0.290502793296089,,-11.82,0.320224719101124
-11.79,0.278398510242086,,-11.79,0.27059925093633
-11.76,0.293296089385475,,-11.76,0.26685393258427
-11.73,0.237430167597765,,-11.73,0.215355805243446
-11.7,0.223463687150838,,-11.7,0.25187265917603
-11.67,0.200186219739292,,-11.67,0.206928838951311
-11.64,0.186219739292365,,-11.64,0.189138576779026
-11.61,0.18901303538175,,-11.61,0.186329588014981
-11.58,0.175977653631285,,-11.58,0.149812734082397
-11.55,0.150837988826816,,-11.55,0.164794007490637
-11.52,0.159217877094972,,-11.52,0.159176029962547
-11.49,0.131284916201117,,-11.49,0.154494382022472
-11.46,0.139664804469274,,-11.46,0.147940074906367
-11.43,0.121042830540037,,-11.43,0.115168539325843
-11.4,0.114525139664804,,-11.4,0.119850187265918
-11.37,0.100558659217877,,-11.37,0.0945692883895131
-11.34,0.11731843575419,,-11.34,0.114232209737828
-11.31,0.095903165735568,,-11.31,0.0945692883895131
-11.28,0.0912476722532589,,-11.28,0.0786516853932584
-11.25,0.0856610800744879,,-11.25,0.0767790262172285
-11.22,0.0754189944134078,,-11.22,0.0786516853932584
-11.19,0.0819366852886406,,-11.19,0.0683520599250936
-11.16,0.0623836126629423,,-11.16,0.0571161048689139
-11.13,0.0651769087523278,,-11.13,0.0580524344569288
-11.1,0.0623836126629423,,-11.1,0.0702247191011236
-11.07,0.053072625698324,,-11.07,0.049625468164794
-11.04,0.0465549348230913,,-11.04,0.0580524344569288
-11.01,0.0558659217877095,,-11.01,0.0599250936329588
-10.98,0.0446927374301676,,-10.98,0.0599250936329588
-10.95,0.0465549348230913,,-10.95,0.0393258426966292
-10.92,0.0446927374301676,,-10.92,0.0402621722846442
-10.89,0.0409683426443203,,-10.89,0.0402621722846442
-10.86,0.0325884543761639,,-10.86,0.0374531835205993
-10.83,0.0391061452513967,,-10.83,0.0365168539325843
-10.8,0.0307262569832402,,-10.8,0.0355805243445693
-10.77,0.0307262569832402,,-10.77,0.0262172284644195
-10.74,0.0325884543761639,,-10.74,0.0402621722846442
-10.71,0.0307262569832402,,-10.71,0.0327715355805243
-10.68,0.0242085661080074,,-10.68,0.0308988764044944
-10.65,0.0325884543761639,,-10.65,0.0374531835205993
-10.62,0.0288640595903166,,-10.62,0.0280898876404494
-10.59,0.0195530726256983,,-10.59,0.0215355805243446
-10.56,0.0335195530726257,,-10.56,0.0224719101123596
-10.53,0.0186219739292365,,-10.53,0.0308988764044944
-10.5,0.0186219739292365,,-10.5,0.0205992509363296
-10.47,0.021415270018622,,-10.47,0.0196629213483146
-10.44,0.0223463687150838,,-10.44,0.0252808988764045
-10.41,0.015828677839851,,-10.41,0.0159176029962547
-10.38,0.015828677839851,,-10.38,0.0262172284644195
-10.35,0.0148975791433892,,-10.35,0.0205992509363296
-10.32,0.0121042830540037,,-10.32,0.0177902621722846
-10.29,0.0148975791433892,,-10.29,0.0159176029962547
-10.26,0.0139664804469274,,-10.26,0.00842696629213483
-10.23,0.0148975791433892,,-10.23,0.0205992509363296
-10.2,0.0130353817504656,,-10.2,0.0140449438202247
-10.17,0.0186219739292365,,-10.17,0.0224719101123596
-10.14,0.0176908752327747,,-10.14,0.0121722846441948
-10.11,0.0074487895716946,,-10.11,0.0131086142322097
-10.08,0.0148975791433892,,-10.08,0.0112359550561798
-10.05,0.0111731843575419,,-10.05,0.0205992509363296
-10.02,0.0121042830540037,,-10.02,0.0140449438202247
-9.99,0.0074487895716946,,-9.99,0.0177902621722846
-9.96,0.0176908752327747,,-9.96,0.0159176029962547
-9.93,0.0167597765363129,,-9.93,0.00749063670411985
-9.9,0.0176908752327747,,-9.9,0.00749063670411985
-9.87,0.0121042830540037,,-9.87,0.0102996254681648
-9.84,0.0111731843575419,,-9.84,0.00655430711610487
-9.81,0.0102420856610801,,-9.81,0.0102996254681648
-9.78,0.0130353817504656,,-9.78,0.0140449438202247
-9.75,0.0139664804469274,,-9.75,0.0168539325842697
-9.72,0.0102420856610801,,-9.72,0.0159176029962547
-9.69,0.00558659217877095,,-9.69,0.00561797752808989
-9.66,0.0121042830540037,,-9.66,0.0121722846441948
-9.63,0.0102420856610801,,-9.63,0.0102996254681648
-9.6,0.0121042830540037,,-9.6,0.00842696629213483
-9.57,0.00837988826815642,,-9.57,0.00655430711610487
-9.54,0.00837988826815642,,-9.54,0.0102996254681648
-9.51,0.0139664804469274,,-9.51,0.0149812734082397
-9.48,0.0148975791433892,,-9.48,0.00842696629213483
-9.45,0.0102420856610801,,-9.45,0.0159176029962547
-9.42,0.0111731843575419,,-9.42,0.0177902621722846
-9.39,0.0102420856610801,,-9.39,0.00749063670411985
-9.36,0.0102420856610801,,-9.36,0.0131086142322097
-9.33,0.0139664804469274,,-9.33,0.0112359550561798
-9.3,0.0111731843575419,,-9.3,0.00936329588014981
-9.27,0.0074487895716946,,-9.27,0.00936329588014981
-9.24,0.00931098696461825,,-9.24,0.0121722846441948
-9.21,0.0121042830540037,,-9.21,0.00468164794007491
-9.18,0.0102420856610801,,-9.18,0.0140449438202247
-9.15,0.0130353817504656,,-9.15,0.00842696629213483
-9.12,0.0102420856610801,,-9.12,0.0121722846441948
-9.09,0.00931098696461825,,-9.09,0.0149812734082397
-9.06,0.0130353817504656,,-9.06,0.0131086142322097
-9.03,0.0074487895716946,,-9.03,0.00468164794007491
-9,0.00651769087523278,,-9,0.0159176029962547
-8.97,0.0148975791433892,,-8.97,0.00749063670411985
-8.94,0.0074487895716946,,-8.94,0.00842696629213483
-8.91,0.0130353817504656,,-8.91,0.0112359550561798
-8.88,0.0102420856610801,,-8.88,0.00655430711610487
-8.85,0.0102420856610801,,-8.85,0.0112359550561798
-8.82,0.0139664804469274,,-8.82,0.00936329588014981
-8.79,0.00651769087523278,,-8.79,0.0102996254681648
-8.76,0.00931098696461825,,-8.76,0.00749063670411985
-8.73,0.0102420856610801,,-8.73,0.0102996254681648
-8.7,0.00465549348230913,,-8.7,0.0112359550561798
-8.67,0.00931098696461825,,-8.67,0.00749063670411985
-8.64,0.00931098696461825,,-8.64,0.00842696629213483
-8.61,0.0102420856610801,,-8.61,0.00842696629213483
-8.58,0.0148975791433892,,-8.58,0.00842696629213483
-8.55,0.0111731843575419,,-8.55,0.00749063670411985
-8.52,0.0121042830540037,,-8.52,0.00655430711610487
-8.49,0.00931098696461825,,-8.49,0.00936329588014981
-8.46,0.00558659217877095,,-8.46,0.00842696629213483
-8.43,0.0074487895716946,,-8.43,0.0187265917602996
-8.4,0.00931098696461825,,-8.4,0.00842696629213483
-8.37,0.00651769087523278,,-8.37,0.00374531835205993
-8.34,0.0037243947858473,,-8.34,0.00468164794007491
-8.31,0.0111731843575419,,-8.31,0.0140449438202247
-8.28,0.0111731843575419,,-8.28,0.00749063670411985
-8.25,0.00279329608938548,,-8.25,0.0131086142322097
-8.22,0.0130353817504656,,-8.22,0.0140449438202247
-8.19,0.0121042830540037,,-8.19,0.0102996254681648
-8.16,0.015828677839851,,-8.16,0.0131086142322097
-8.13,0.0139664804469274,,-8.13,0.0121722846441948
-8.1,0.0102420856610801,,-8.1,0.0121722846441948
-8.07,0.0102420856610801,,-8.07,0.00655430711610487
-8.04,0.00558659217877095,,-8.04,0.00655430711610487
-8.01,0.0130353817504656,,-8.01,0.00749063670411985
-7.98,0.0130353817504656,,-7.98,0.00936329588014981
-7.95,0.0139664804469274,,-7.95,0.00749063670411985
-7.92,0.00651769087523278,,-7.92,0.00561797752808989
-7.89,0.0102420856610801,,-7.89,0.0112359550561798
-7.86,0.0074487895716946,,-7.86,0.00842696629213483
-7.83,0.00558659217877095,,-7.83,0.00936329588014981
-7.8,0.00558659217877095,,-7.8,0.0112359550561798
-7.77,0.0130353817504656,,-7.77,0.00655430711610487
-7.74,0.015828677839851,,-7.74,0.00749063670411985
-7.71,0.0121042830540037,,-7.71,0.0102996254681648
-7.68,0.0102420856610801,,-7.68,0.00842696629213483
-7.65,0.00931098696461825,,-7.65,0.00936329588014981
-7.62,0.0102420856610801,,-7.62,0.00749063670411985
-7.59,0.0102420856610801,,-7.59,0.00936329588014981
-7.56,0.0102420856610801,,-7.56,0.00842696629213483
-7.53,0.00837988826815642,,-7.53,0.00749063670411985
-7.5,0.00558659217877095,,-7.5,0.0102996254681648
-7.47,0.0148975791433892,,-7.47,0.00749063670411985
-7.44,0.0130353817504656,,-7.44,0.00842696629213483
-7.41,0.0130353817504656,,-7.41,0.00842696629213483
-7.38,0.0111731843575419,,-7.38,0.00936329588014981
-7.35,0.0074487895716946,,-7.35,0.00842696629213483
-7.32,0.0102420856610801,,-7.32,0.00749063670411985
-7.29,0.00558659217877095,,-7.29,0.00561797752808989
-7.26,0.0111731843575419,,-7.26,0.0140449438202247
-7.23,0.00651769087523278,,-7.23,0.00561797752808989
-7.2,0.00558659217877095,,-7.2,0.0112359550561798
-7.17,0.00558659217877095,,-7.17,0.0102996254681648
-7.14,0.00931098696461825,,-7.14,0.00842696629213483
-7.11,0.00558659217877095,,-7.11,0.0102996254681648
-7.08,0.00465549348230913,,-7.08,0.00936329588014981
-7.05,0.0111731843575419,,-7.05,0.0168539325842697
-7.02,0.00651769087523278,,-7.02,0.0102996254681648
-6.99,0.00558659217877095,,-6.99,0.00842696629213483
-6.96,0.0111731843575419,,-6.96,0.0102996254681648
-6.93,0.0111731843575419,,-6.93,0.00468164794007491
-6.9,0.0139664804469274,,-6.9,0.0140449438202247
-6.87,0.0111731843575419,,-6.87,0.00468164794007491
-6.84,0.00558659217877095,,-6.84,0.00561797752808989
-6.81,0.00837988826815642,,-6.81,0.0159176029962547
-6.78,0.00558659217877095,,-6.78,0.0102996254681648
-6.75,0.00837988826815642,,-6.75,0.00936329588014981
-6.72,0.00837988826815642,,-6.72,0.00842696629213483
-6.69,0.00837988826815642,,-6.69,0.0131086142322097
-6.66,0.0102420856610801,,-6.66,0.00655430711610487
-6.63,0.00837988826815642,,-6.63,0.0159176029962547
-6.6,0.00931098696461825,,-6.6,0.0112359550561798
-6.57,0.0102420856610801,,-6.57,0.00842696629213483
-6.54,0.00651769087523278,,-6.54,0.00749063670411985
-6.51,0.0186219739292365,,-6.51,0.00655430711610487
-6.48,0.00837988826815642,,-6.48,0.00280898876404494
-6.45,0.0167597765363129,,-6.45,0.0102996254681648
-6.42,0.00931098696461825,,-6.42,0.00655430711610487
-6.39,0.00651769087523278,,-6.39,0.0102996254681648
-6.36,0.0121042830540037,,-6.36,0.0168539325842697
-6.33,0.0102420856610801,,-6.33,0.00749063670411985
-6.3,0.0139664804469274,,-6.3,0.0121722846441948
-6.27,0.00931098696461825,,-6.27,0.0112359550561798
-6.24,0.0074487895716946,,-6.24,0.00468164794007491
-6.21,0.0139664804469274,,-6.21,0.0112359550561798
-6.18,0.00558659217877095,,-6.18,0.0102996254681648
-6.15,0.0121042830540037,,-6.15,0.00842696629213483
-6.12,0.0121042830540037,,-6.12,0.00655430711610487
-6.09,0.00837988826815642,,-6.09,0.0149812734082397
-6.06,0.00837988826815642,,-6.06,0.00561797752808989
-6.03,0.00931098696461825,,-6.03,0.0121722846441948
-6,0.0102420856610801,,-6,0.0121722846441948
-5.97,0.00651769087523278,,-5.97,0.0140449438202247
-5.94,0.00837988826815642,,-5.94,0.00655430711610487
-5.91,0.00931098696461825,,-5.91,0.00561797752808989
-5.88,0.00931098696461825,,-5.88,0.00936329588014981
-5.85,0.00651769087523278,,-5.85,0.0121722846441948
-5.82,0.00931098696461825,,-5.82,0.0112359550561798
-5.79,0.00558659217877095,,-5.79,0.0102996254681648
-5.76,0.0102420856610801,,-5.76,0.0131086142322097
-5.73,0.0074487895716946,,-5.73,0.00749063670411985
-5.7,0.0074487895716946,,-5.7,0.00842696629213483
-5.67,0.00837988826815642,,-5.67,0.00842696629213483
-5.64,0.00931098696461825,,-5.64,0.0112359550561798
-5.61,0.0074487895716946,,-5.61,0.00936329588014981
-5.58,0.0102420856610801,,-5.58,0.0121722846441948
-5.55,0.00837988826815642,,-5.55,0.00749063670411985
-5.52,0.00837988826815642,,-5.52,0.00936329588014981
-5.49,0.00837988826815642,,-5.49,0.00561797752808989
-5.46,0.0074487895716946,,-5.46,0.00936329588014981
-5.43,0.0074487895716946,,-5.43,0.00468164794007491
-5.4,0.0121042830540037,,-5.4,0.0112359550561798
-5.37,0.00931098696461825,,-5.37,0.00749063670411985
-5.34,0.0121042830540037,,-5.34,0.00749063670411985
-5.31,0.0037243947858473,,-5.31,0.00936329588014981
-5.28,0.0111731843575419,,-5.28,0.00749063670411985
-5.25,0.0139664804469274,,-5.25,0.00842696629213483
-5.22,0.00931098696461825,,-5.22,0.00749063670411985
-5.19,0.00651769087523278,,-5.19,0.00749063670411985
-5.16,0.0074487895716946,,-5.16,0.0149812734082397
-5.13,0.00837988826815642,,-5.13,0.0121722846441948
-5.1,0.015828677839851,,-5.1,0.0121722846441948
-5.07,0.0074487895716946,,-5.07,0.00655430711610487
-5.04,0.00931098696461825,,-5.04,0.0121722846441948
-5.01,0.00931098696461825,,-5.01,0.00749063670411985
-4.98,0.00651769087523278,,-4.98,0.0102996254681648
-4.95,0.0111731843575419,,-4.95,0.0102996254681648
-4.92,0.0111731843575419,,-4.92,0.00655430711610487
-4.89,0.00837988826815642,,-4.89,0.00749063670411985
-4.86,0.00651769087523278,,-4.86,0.00655430711610487
-4.83,0.0074487895716946,,-4.83,0.00936329588014981
-4.8,0.0074487895716946,,-4.8,0.00842696629213483
-4.77,0.00931098696461825,,-4.77,0.00842696629213483
-4.74,0.00837988826815642,,-4.74,0.00561797752808989
-4.71,0.00931098696461825,,-4.71,0.00749063670411985
-4.68,0.00931098696461825,,-4.68,0.00842696629213483
-4.65,0.0111731843575419,,-4.65,0.00749063670411985
-4.62,0.0074487895716946,,-4.62,0.00936329588014981
-4.59,0.00651769087523278,,-4.59,0.00655430711610487
-4.56,0.0130353817504656,,-4.56,0.00842696629213483
-4.53,0.00931098696461825,,-4.53,0.00655430711610487
-4.5,0.00837988826815642,,-4.5,0.00468164794007491
-4.47,0.00931098696461825,,-4.47,0.00187265917602996
-4.44,0.0195530726256983,,-4.44,0.0112359550561798
-4.41,0.0195530726256983,,-4.41,0.0140449438202247
-4.38,0.0167597765363129,,-4.38,0.0112359550561798
-4.35,0.00651769087523278,,-4.35,0.0102996254681648
-4.32,0.0167597765363129,,-4.32,0.0121722846441948
-4.29,0.00651769087523278,,-4.29,0.00842696629213483
-4.26,0.0102420856610801,,-4.26,0.00936329588014981
-4.23,0.00837988826815642,,-4.23,0.0102996254681648
-4.2,0.00651769087523278,,-4.2,0.0149812734082397
-4.17,0.0111731843575419,,-4.17,0.0131086142322097
-4.14,0.0111731843575419,,-4.14,0.00749063670411985
-4.11,0.0102420856610801,,-4.11,0.0159176029962547
-4.08,0.0111731843575419,,-4.08,0.0131086142322097
-4.05,0.0121042830540037,,-4.05,0.0102996254681648
-4.02,0.00837988826815642,,-4.02,0.00842696629213483
-3.99,0.0074487895716946,,-3.99,0.00842696629213483
-3.96,0.0121042830540037,,-3.96,0.00936329588014981
-3.93,0.0121042830540037,,-3.93,0.00749063670411985
-3.9,0.0074487895716946,,-3.9,0.00842696629213483
-3.87,0.00651769087523278,,-3.87,0.0131086142322097
-3.84,0.0102420856610801,,-3.84,0.00749063670411985
-3.81,0.00651769087523278,,-3.81,0.00842696629213483
-3.78,0.0139664804469274,,-3.78,0.00936329588014981
-3.75,0.00837988826815642,,-3.75,0.00936329588014981
-3.72,0.00931098696461825,,-3.72,0.00842696629213483
-3.69,0.00558659217877095,,-3.69,0.0102996254681648
-3.66,0.0074487895716946,,-3.66,0.00842696629213483
-3.63,0.00651769087523278,,-3.63,0.0112359550561798
-3.6,0.0102420856610801,,-3.6,0.0140449438202247
-3.57,0.00931098696461825,,-3.57,0.0196629213483146
-3.54,0.0130353817504656,,-3.54,0.0102996254681648
-3.51,0.0102420856610801,,-3.51,0.0121722846441948
-3.48,0.00651769087523278,,-3.48,0.0112359550561798
-3.45,0.00465549348230913,,-3.45,0.0102996254681648
-3.42,0.015828677839851,,-3.42,0.0112359550561798
-3.39,0.0139664804469274,,-3.39,0.00749063670411985
-3.36,0.0111731843575419,,-3.36,0.00374531835205993
-3.33,0.0121042830540037,,-3.33,0.00842696629213483
-3.3,0.0111731843575419,,-3.3,0.00749063670411985
-3.27,0.0102420856610801,,-3.27,0.00655430711610487
-3.24,0.0102420856610801,,-3.24,0.00561797752808989
-3.21,0.00837988826815642,,-3.21,0.00936329588014981
-3.18,0.00931098696461825,,-3.18,0.0112359550561798
-3.15,0.00837988826815642,,-3.15,0.0102996254681648
-3.12,0.0130353817504656,,-3.12,0.0121722846441948
-3.09,0.0167597765363129,,-3.09,0.00842696629213483
-3.06,0.0102420856610801,,-3.06,0.00374531835205993
-3.03,0.0111731843575419,,-3.03,0.00749063670411985
-3,0.0102420856610801,,-3,0.00842696629213483
-2.97,0.0111731843575419,,-2.97,0.0102996254681648
-2.94,0.00651769087523278,,-2.94,0.0140449438202247
-2.91,0.00837988826815642,,-2.91,0.00936329588014981
-2.88,0.00837988826815642,,-2.88,0.00936329588014981
-2.85,0.0111731843575419,,-2.85,0.00842696629213483
-2.82,0.0121042830540037,,-2.82,0.00842696629213483
-2.79,0.00931098696461825,,-2.79,0.00842696629213483
-2.76,0.0130353817504656,,-2.76,0.00936329588014981
-2.73,0.0102420856610801,,-2.73,0.0140449438202247
-2.7,0.0037243947858473,,-2.7,0.0140449438202247
-2.67,0.00837988826815642,,-2.67,0.0102996254681648
-2.64,0.0130353817504656,,-2.64,0.0131086142322097
-2.61,0.0130353817504656,,-2.61,0.0140449438202247
-2.58,0.0111731843575419,,-2.58,0.00842696629213483
-2.55,0.0139664804469274,,-2.55,0.0102996254681648
-2.52,0.0139664804469274,,-2.52,0.0102996254681648
-2.49,0.0121042830540037,,-2.49,0.0149812734082397
-2.46,0.0204841713221601,,-2.46,0.00936329588014981
-2.43,0.0139664804469274,,-2.43,0.0102996254681648
-2.4,0.0102420856610801,,-2.4,0.00842696629213483
-2.37,0.0139664804469274,,-2.37,0.0121722846441948
-2.34,0.0121042830540037,,-2.34,0.0149812734082397
-2.31,0.0121042830540037,,-2.31,0.0131086142322097
-2.28,0.0102420856610801,,-2.28,0.00749063670411985
-2.25,0.0167597765363129,,-2.25,0.0177902621722846
-2.22,0.0148975791433892,,-2.22,0.00842696629213483
-2.19,0.015828677839851,,-2.19,0.0112359550561798
-2.16,0.0195530726256983,,-2.16,0.00842696629213483
-2.13,0.0111731843575419,,-2.13,0.0159176029962547
-2.1,0.0130353817504656,,-2.1,0.0140449438202247
-2.07,0.0167597765363129,,-2.07,0.0112359550561798
-2.04,0.0176908752327747,,-2.04,0.00936329588014981
-2.01,0.0148975791433892,,-2.01,0.0159176029962547
-1.98,0.0167597765363129,,-1.98,0.0159176029962547
-1.95,0.0186219739292365,,-1.95,0.0168539325842697
-1.92,0.0167597765363129,,-1.92,0.0205992509363296
-1.89,0.0130353817504656,,-1.89,0.0187265917602996
-1.86,0.0195530726256983,,-1.86,0.0196629213483146
-1.83,0.0186219739292365,,-1.83,0.0121722846441948
-1.8,0.0167597765363129,,-1.8,0.0308988764044944
-1.77,0.0251396648044693,,-1.77,0.0243445692883895
-1.74,0.0167597765363129,,-1.74,0.0327715355805243
-1.71,0.0121042830540037,,-1.71,0.0215355805243446
-1.68,0.0186219739292365,,-1.68,0.0243445692883895
-1.65,0.0186219739292365,,-1.65,0.0243445692883895
-1.62,0.0242085661080074,,-1.62,0.0262172284644195
-1.59,0.0251396648044693,,-1.59,0.0262172284644195
-1.56,0.0363128491620112,,-1.56,0.0271535580524345
-1.53,0.021415270018622,,-1.53,0.0243445692883895
-1.5,0.0279329608938547,,-1.5,0.0355805243445693
-1.47,0.0279329608938547,,-1.47,0.0374531835205993
-1.44,0.0409683426443203,,-1.44,0.0215355805243446
-1.41,0.0400372439478585,,-1.41,0.0327715355805243
-1.38,0.0307262569832402,,-1.38,0.0383895131086142
-1.35,0.0260707635009311,,-1.35,0.0449438202247191
-1.32,0.037243947858473,,-1.32,0.0365168539325843
-1.29,0.0456238361266294,,-1.29,0.0440074906367041
-1.26,0.0363128491620112,,-1.26,0.0383895131086142
-1.23,0.0418994413407821,,-1.23,0.0589887640449438
-1.2,0.0540037243947858,,-1.2,0.0430711610486891
-1.17,0.053072625698324,,-1.17,0.0402621722846442
-1.14,0.0558659217877095,,-1.14,0.052434456928839
-1.11,0.0558659217877095,,-1.11,0.0599250936329588
-1.08,0.058659217877095,,-1.08,0.0655430711610487
-1.05,0.074487895716946,,-1.05,0.0552434456928839
-1.02,0.0763500931098697,,-1.02,0.0636704119850187
-0.99,0.0679702048417132,,-0.99,0.0767790262172285
-0.96,0.0651769087523278,,-0.96,0.0674157303370787
