1532.4407	50
1532.5392	38
1532.6378	33
1532.7363	20
1532.835	11
1532.9335	-20
1533.032	14
1533.1305	-1
1533.2291	7
1533.3276	18
1533.4261	-2
1533.5247	10
1533.6232	28
1533.7217	15
1533.8202	22
1533.9187	60
1534.0171	23
1534.1156	27
1534.2141	12
1534.3126	11
1534.411	44
1534.5095	-1
1534.6079	31
1534.7064	3
1534.8048	18
1534.9033	8
1535.0017	18
1535.1002	28
1535.1986	25
1535.297	22
1535.3954	33
1535.4939	-4
1535.5923	37
1535.6907	33
1535.7891	43
1535.8875	-8
1535.9858	10
1536.0842	2
1536.1826	16
1536.2809	18
1536.3793	1
1536.4777	23
1536.576	29
1536.6743	19
1536.7727	6
1536.871	14
1536.9694	17
1537.0676	10
1537.166	38
1537.2643	14
1537.3627	33
1537.4609	40
1537.5592	27
1537.6575	12
1537.7557	9
1537.8541	21
1537.9524	20
1538.0507	20
1538.1489	32
1538.2472	23
1538.3455	25
1538.4436	33
1538.5419	8
1538.6401	25
1538.7384	33
1538.8365	34
1538.9348	6
1539.0331	33
1539.1312	5
1539.2295	8
1539.3276	8
1539.4259	40
1539.524	40
1539.6222	6
1539.7205	44
1539.8186	11
1539.9167	29
1540.0149	26
1540.113	8
1540.2112	15
1540.3093	17
1540.4075	23
1540.5056	3
1540.6038	8
1540.7019	-1
1540.8	19
1540.8982	42
1540.9962	13
1541.0944	27
1541.1924	26
1541.2905	34
1541.3887	17
1541.4867	31
1541.5848	39
1541.6829	30
1541.7809	18
1541.879	13
1541.9771	20
1542.0751	50
1542.1731	24
1542.2711	39
1542.3691	18
1542.4672	6
1542.5652	53
1542.6632	22
1542.7612	29
1542.8593	28
1542.9573	37
1543.0553	14
1543.1533	30
1543.2512	7
1543.3492	33
1543.4471	11
1543.5452	13
1543.6431	17
1543.7411	26
1543.839	29
1543.937	46
1544.0349	34
1544.1328	21
1544.2308	26
1544.3287	5
1544.4266	41
1544.5245	8
1544.6224	28
1544.7203	29
1544.8182	20
1544.9161	29
1545.014	54
1545.1119	47
1545.2097	49
1545.3076	50
1545.4055	18
1545.5033	45
1545.6012	39
1545.6991	34
1545.7969	74
1545.8948	47
1545.9926	71
1546.0903	63
1546.1882	56
1546.286	50
1546.3838	71
1546.4816	39
1546.5795	39
1546.6772	28
1546.775	51
1546.8728	48
1546.9706	4
1547.0684	47
1547.1661	42
1547.2638	50
1547.3616	53
1547.4594	17
1547.5571	56
1547.6548	28
1547.7526	47
1547.8502	12
1547.948	49
1548.0457	76
1548.1434	47
1548.2411	59
1548.3387	50
1548.4365	48
1548.5342	52
1548.6318	39
1548.7295	56
1548.8271	61
1548.9249	41
1549.0226	20
1549.1201	55
1549.2178	54
1549.3154	59
1549.4131	33
1549.5107	50
1549.6084	76
1549.7059	38
1549.8036	71
1549.9012	69
1549.9988	40
1550.0964	76
1550.194	70
1550.2915	59
1550.3892	52
1550.4867	60
1550.5842	42
1550.6819	58
1550.7794	47
1550.877	33
1550.9745	41
1551.072	71
1551.1696	62
1551.2671	43
1551.3646	62
1551.4622	74
1551.5597	68
1551.6571	45
1551.7546	82
1551.8522	69
1551.9497	56
1552.0471	83
1552.1447	98
1552.2421	128
1552.3396	183
1552.437	402
1552.5344	604
1552.632	605
1552.7294	460
1552.8268	285
1552.9242	171
1553.0216	126
1553.1191	96
1553.2166	89
1553.314	77
1553.4114	77
1553.5087	67
1553.6061	45
1553.7035	102
1553.8009	92
1553.8983	137
1553.9956	126
1554.093	118
1554.1903	70
1554.2877	65
1554.385	73
1554.4824	49
1554.5797	68
1554.6771	60
1554.7744	65
1554.8717	76
1554.969	50
1555.0663	74
1555.1636	67
1555.261	71
1555.3583	49
1555.4556	53
1555.5527	55
1555.65	49
1555.7473	55
1555.8446	58
1555.9419	36
1556.0391	48
1556.1364	58
1556.2336	71
1556.3308	92
1556.4281	95
1556.5253	62
1556.6224	74
1556.7197	77
1556.8169	83
1556.9141	98
1557.0114	126
1557.1085	253
1557.2057	610
1557.3029	1355
1557.4	1485
1557.4972	1086
1557.5944	562
1557.6915	271
1557.7887	142
1557.8857	109
1557.9829	57
1558.0801	61
1558.1771	34
1558.2743	58
1558.3715	33
1558.4685	37
1558.5657	28
1558.6627	56
1558.7598	57
1558.8569	23
1558.954	41
1559.051	24
1559.1481	15
1559.2452	24
1559.3423	28
1559.4393	35
1559.5364	26
1559.6334	60
1559.7303	27
1559.8274	55
1559.9244	15
1560.0215	23
1560.1185	28
1560.2155	0
1560.3125	19
1560.4094	5
1560.5065	28
1560.6034	16
1560.7004	28
1560.7974	45
1560.8944	6
1560.9913	28
1561.0883	13
1561.1852	23
1561.2821	36
1561.379	20
1561.4761	23
1561.573	36
1561.6698	9
1561.7667	9
1561.8636	31
1561.9606	25
1562.0575	5
1562.1543	-1
1562.2512	19
1562.3481	17
1562.4449	6
1562.5419	10
1562.6387	28
1562.7356	26
1562.8324	6
1562.9292	10
1563.0261	15
1563.1229	28
1563.2197	45
1563.3165	17
1563.4133	9
1563.5101	14
1563.6069	15
1563.7037	30
1563.8005	1
1563.8973	32
1563.9941	45
1564.0909	19
1564.1876	27
1564.2844	21
1564.3812	25
1564.4779	8
1564.5747	7
1564.6714	15
1564.7682	7
1564.8649	24
1564.9615	-13
1565.0582	18
1565.155	15
1565.2517	32
1565.3484	-1
1565.4451	21
1565.5417	4
1565.6384	18
1565.7351	4
1565.8318	34
1565.9285	31
1566.0251	15
1566.1217	15
1566.2184	20
1566.3151	14
1566.4116	12
1566.5083	39
1566.6049	13
1566.7015	34
1566.7981	24
1566.8947	4
1566.9913	8
1567.0879	20
1567.1844	38
1567.281	15
1567.3777	17
1567.4742	24
1567.5708	2
1567.6674	-4
1567.7638	23
1567.8604	28
1567.9569	14
1568.0535	20
1568.15	33
1568.2465	28
1568.343	9
1568.4396	5
1568.536	6
1568.6326	13
1568.729	17
1568.8254	21
1568.922	6
1569.0184	-3
1569.1149	25
1569.2113	20
1569.3079	15
1569.4043	35
1569.5007	16
1569.5972	21
1569.6936	27
1569.79	1
1569.8864	20
1569.9828	11
1570.0792	6
1570.1757	6
1570.272	8
1570.3684	24
1570.4647	23
1570.5612	14
1570.6575	39
1570.7539	39
1570.8502	18
1570.9465	24
1571.043	25
1571.1393	0
1571.2356	20
1571.3319	30
1571.4282	42
1571.5245	18
1571.6208	48
1571.7172	2
1571.8135	21
1571.9098	9
1572.0061	1
1572.1023	9
1572.1986	38
1572.2949	21
1572.3911	28
1572.4874	25
1572.5836	10
1572.6799	22
1572.7761	31
1572.8723	7
1572.9686	25
1573.0648	27
1573.161	20
1573.2572	21
1573.3534	41
1573.4496	42
1573.5458	40
1573.642	23
1573.7382	44
1573.8344	3
1573.9305	19
1574.0266	11
1574.1228	42
1574.219	51
1574.3151	55
1574.4113	25
1574.5073	16
1574.6035	22
1574.6996	5
1574.7957	34
1574.8918	-10
1574.9879	20
1575.084	20
1575.1801	27
1575.2761	26
1575.3722	29
1575.4683	45
1575.5643	19
1575.6604	5
1575.7565	28
1575.8525	14
1575.9485	37
1576.0446	31
1576.1406	20
1576.2366	43
1576.3326	28
1576.4286	61
1576.5247	24
1576.6206	40
1576.7167	25
1576.8126	37
1576.9086	18
1577.0045	23
1577.1005	28
1577.1965	31
1577.2925	39
1577.3884	17
1577.4843	26
1577.5802	27
1577.6761	45
1577.7721	36
1577.868	14
1577.9639	32
1578.0598	13
1578.1558	23
1578.2516	15
1578.3475	40
1578.4434	13
1578.5392	8
1578.6351	60
1578.731	30
1578.8268	45
1578.9227	51
1579.0186	51
1579.1144	55
1579.2102	64
1579.306	88
1579.4019	135
1579.4977	138
1579.5934	141
1579.6892	143
1579.785	87
1579.8809	82
1579.9766	47
1580.0724	49
1580.1681	66
1580.2639	37
1580.3596	23
1580.4554	42
1580.5511	37
1580.6469	35
1580.7427	18
1580.8384	22
1580.9341	25
1581.0298	12
1581.1255	-3
1581.2212	25
1581.3169	9
1581.4126	21
1581.5083	28
1581.6039	3
1581.6996	47
1581.7953	34
1581.8909	9
1581.9866	32
1582.0822	20
