1558.7598	34
1558.8569	5
1558.954	17
1559.051	42
1559.1481	24
1559.2452	20
1559.3423	20
1559.4393	46
1559.5364	26
1559.6334	51
1559.7303	26
1559.8274	36
1559.9244	15
1560.0215	10
1560.1185	41
1560.2155	15
1560.3125	4
1560.4094	2
1560.5065	6
1560.6034	2
1560.7004	-3
1560.7974	36
1560.8944	14
1560.9913	-10
1561.0883	34
1561.1852	18
1561.2821	16
1561.379	18
1561.4761	18
1561.573	28
1561.6698	7
1561.7667	5
1561.8636	2
1561.9606	14
1562.0575	4
1562.1543	20
1562.2512	32
1562.3481	22
1562.4449	26
1562.5419	-16
1562.6387	17
1562.7356	17
1562.8324	1
1562.9292	10
1563.0261	12
1563.1229	18
1563.2197	43
1563.3165	10
1563.4133	6
1563.5101	12
1563.6069	8
1563.7037	18
1563.8005	16
1563.8973	32
1563.9941	60
1564.0909	10
1564.1876	22
1564.2844	24
1564.3812	25
1564.4779	20
1564.5747	2
1564.6714	8
1564.7682	0
1564.8649	34
1564.9615	0
1565.0582	30
1565.155	22
1565.2517	35
1565.3484	18
1565.4451	28
1565.5417	-5
1565.6384	12
1565.7351	-15
1565.8318	54
1565.9285	14
1566.0251	41
1566.1217	12
1566.2184	23
1566.3151	12
1566.4116	16
1566.5083	32
1566.6049	10
1566.7015	35
1566.7981	-5
1566.8947	18
1566.9913	6
1567.0879	33
1567.1844	13
1567.281	9
1567.3777	17
1567.4742	12
1567.5708	4
1567.6674	14
1567.7638	26
1567.8604	32
1567.9569	2
1568.0535	32
1568.15	12
1568.2465	13
1568.343	16
1568.4396	4
1568.536	12
1568.6326	24
1568.729	5
1568.8254	12
1568.922	17
1569.0184	-1
1569.1149	-3
1569.2113	15
1569.3079	11
1569.4043	32
1569.5007	27
1569.5972	23
1569.6936	29
1569.79	32
1569.8864	18
1569.9828	21
1570.0792	36
1570.1757	4
1570.272	10
1570.3684	11
1570.4647	29
1570.5612	24
1570.6575	25
1570.7539	44
1570.8502	4
1570.9465	22
1571.043	6
1571.1393	16
1571.2356	18
1571.3319	29
1571.4282	33
1571.5245	32
1571.6208	35
1571.7172	25
1571.8135	19
1571.9098	18
1572.0061	16
1572.1023	16
1572.1986	35
1572.2949	28
1572.3911	8
1572.4874	31
1572.5836	7
1572.6799	40
1572.7761	18
1572.8723	20
1572.9686	13
1573.0648	19
1573.161	25
1573.2572	40
1573.3534	19
1573.4496	33
1573.5458	45
1573.642	8
1573.7382	30
1573.8344	-1
1573.9305	24
1574.0266	16
1574.1228	26
1574.219	38
1574.3151	38
1574.4113	33
1574.5073	37
1574.6035	-2
1574.6996	8
1574.7957	33
1574.8918	0
1574.9879	0
1575.084	21
1575.1801	16
1575.2761	33
1575.3722	25
1575.4683	31
1575.5643	30
1575.6604	10
1575.7565	16
1575.8525	27
1575.9485	21
1576.0446	1
1576.1406	5
1576.2366	14
1576.3326	8
1576.4286	15
1576.5247	30
1576.6206	14
1576.7167	27
1576.8126	41
1576.9086	11
1577.0045	34
1577.1005	36
1577.1965	2
1577.2925	14
1577.3884	-3
1577.4843	40
1577.5802	23
1577.6761	36
1577.7721	35
1577.868	9
1577.9639	21
1578.0598	20
1578.1558	3
1578.2516	-5
1578.3475	18
1578.4434	-3
1578.5392	17
1578.6351	39
1578.731	30
1578.8268	26
1578.9227	29
1579.0186	40
1579.1144	25
1579.2102	1
1579.306	41
1579.4019	60
1579.4977	67
1579.5934	56
1579.6892	51
1579.785	49
1579.8809	34
1579.9766	24
1580.0724	24
1580.1681	15
1580.2639	20
1580.3596	27
1580.4554	15
1580.5511	14
1580.6469	5
1580.7427	1
1580.8384	20
1580.9341	11
1581.0298	15
1581.1255	6
1581.2212	22
1581.3169	-9
1581.4126	33
1581.5083	21
1581.6039	-12
1581.6996	23
1581.7953	8
1581.8909	19
1581.9866	30
1582.0822	2
