Time_ns,Normalized_counts
-30.03,0.0055970149253731834
-30.0,0.004664179104477586
-29.97,0.0055970149253731834
-29.94,0.006529850746268682
-29.91,0.004664179104477586
-29.88,0.01026119402985077
-29.85,0.007462686567164179
-29.82,0.004664179104477586
-29.79,0.008395522388059778
-29.76,0.0055970149253731834
-29.73,0.007462686567164179
-29.7,0.003731343283582089
-29.67,0.006529850746268682
-29.64,0.009328358208955275
-29.61,0.006529850746268682
-29.58,0.01026119402985077
-29.55,0.004664179104477586
-29.52,0.008395522388059778
-29.49,0.004664179104477586
-29.46,0.009328358208955275
-29.43,0.008395522388059778
-29.4,0.011194029850746369
-29.37,0.007462686567164179
-29.34,0.009328358208955275
-29.31,0.007462686567164179
-29.28,0.0009328358208954972
-29.25,0.0027985074626865917
-29.22,0.006529850746268682
-29.19,0.006529850746268682
-29.16,0.003731343283582089
-29.13,0.015858208955223958
-29.1,0.01026119402985077
-29.07,0.0055970149253731834
-29.04,0.004664179104477586
-29.01,0.006529850746268682
-28.98,0.012126865671641866
-28.95,0.0009328358208954972
-28.92,0.009328358208955275
-28.89,0.0055970149253731834
-28.86,0.008395522388059778
-28.83,0.0
-28.8,0.0027985074626865917
-28.77,0.009328358208955275
-28.74,0.006529850746268682
-28.71,0.0055970149253731834
-28.68,0.009328358208955275
-28.65,0.006529850746268682
-28.62,0.006529850746268682
-28.59,0.013992537313432862
-28.56,0.009328358208955275
-28.53,0.003731343283582089
-28.5,0.009328358208955275
-28.47,0.006529850746268682
-28.44,0.007462686567164179
-28.41,0.006529850746268682
-28.38,0.009328358208955275
-28.35,0.008395522388059778
-28.32,0.009328358208955275
-28.29,0.006529850746268682
-28.26,0.004664179104477586
-28.23,0.008395522388059778
-28.2,0.0018656716417910946
-28.17,0.009328358208955275
-28.14,0.011194029850746369
-28.11,0.006529850746268682
-28.08,0.0027985074626865917
-28.05,0.006529850746268682
-28.02,0.008395522388059778
-27.99,0.008395522388059778
-27.96,0.007462686567164179
-27.93,0.012126865671641866
-27.9,0.004664179104477586
-27.87,0.012126865671641866
-27.84,0.0055970149253731834
-27.81,0.011194029850746369
-27.78,0.016791044776119455
-27.75,0.008395522388059778
-27.72,0.009328358208955275
